Ledger,Date,Account,Bank,Version,Original Amount,Country,Exchange Rate,Base Amount
L01,42686,Finance Cost,BOC,Actual,19774,CNY,1.19,-23531.06
L01,42420,Administrative Expenses,BOC,Actual,20631,THB,0.23,-4745.13
L01,42553,Rental Income,CitiBank,Actual,43095,LKR,0.06,12928.5
L01,42557,Management Fee,HSBC,Actual,44808,MYR,1.97,-88271.76
L01,42427,Administrative Expenses,BOC,Actual,33301,LKR,0.06,-1998.06
L01,42602,Rental Income,HSBC,Actual,37647,INR,0.12,22588.2
L01,42567,Purchases,HSBC,Actual,48196,LKR,0.06,-2891.76
L01,42423,Rental Income,HSBC,Actual,19896,CNY,1.19,118381.2
L01,42443,Finance Cost,CitiBank,Actual,1242,LKR,0.06,-74.52
L01,42697,Management Fee,CitiBank,Actual,30837,INR,0.12,-3700.44
L01,42408,Management Fee,CitiBank,Actual,30216,LKR,0.06,-1812.96
L01,42703,Rental Income,BOC,Actual,33549,MYR,1.97,330457.65
L01,42405,Management Fee,HSBC,Actual,4784,TWD,0.25,-1196
L01,42646,Sales,HSBC,Actual,1380,PHP,0.17,1876.8
L01,42509,Payroll,BOC,Actual,11805,JPY,0.07,-826.35
L01,42502,Finance Cost,CitiBank,Actual,2330,TWD,0.25,-582.5
L01,42384,Administrative Expenses,HSBC,Actual,29034,INR,0.12,-3484.08
L01,42461,Sales,CitiBank,Actual,17788,SGD,5.74,816824.96
L01,42422,Administrative Expenses,CitiBank,Actual,18661,MYR,1.97,-36762.17
L01,42529,Rental Income,HSBC,Actual,17225,INR,0.12,10335
L01,42379,Rental Income,HSBC,Actual,44269,MYR,1.97,436049.65
L01,42668,Administrative Expenses,HSBC,Actual,19157,HKD,1,-19157
L01,42698,Payroll,BOC,Actual,31842,SGD,5.74,-182773.08
L01,42706,Purchases,BOC,Actual,13469,THB,0.23,-3097.87
L01,42558,Purchases,HSBC,Actual,3502,SGD,5.74,-20101.48
L01,42529,Payroll,BOC,Actual,5417,MYR,1.97,-10671.49
L01,42508,Sales,CitiBank,Actual,38726,MYR,1.97,610321.76
L01,42474,Rental Income,BOC,Actual,45990,LKR,0.06,13797
L01,42659,Administrative Expenses,BOC,Actual,33135,SGD,5.74,-190194.9
L01,42525,Sales,BOC,Actual,10482,TWD,0.25,20964
L01,42568,Management Fee,BOC,Actual,28518,TWD,0.25,-7129.5
L01,42376,Administrative Expenses,HSBC,Actual,19539,LKR,0.06,-1172.34
L01,42376,Payroll,HSBC,Actual,9259,THB,0.23,-2129.57
L01,42450,Payroll,HSBC,Actual,12560,LKR,0.06,-753.6
L01,42661,Purchases,CitiBank,Actual,27114,PHP,0.17,-4609.38
L01,42611,Payroll,HSBC,Actual,4390,INR,0.12,-526.8
L01,42667,Rental Income,BOC,Actual,36194,SGD,5.74,1038767.8
L01,42530,Sales,CitiBank,Actual,21159,THB,0.23,38932.56
L01,42722,Rental Income,BOC,Actual,2556,THB,0.23,2939.4
L01,42586,Administrative Expenses,CitiBank,Actual,17867,PHP,0.17,-3037.39
L01,42569,Administrative Expenses,CitiBank,Actual,15873,THB,0.23,-3650.79
L01,42668,Payroll,BOC,Actual,21838,PHP,0.17,-3712.46
L01,42500,Management Fee,BOC,Actual,39409,PHP,0.17,-6699.53
L01,42455,Purchases,CitiBank,Actual,42791,LKR,0.06,-2567.46
L01,42709,Finance Cost,BOC,Actual,5048,HKD,1,-5048
L01,42616,Finance Cost,BOC,Actual,15874,JPY,0.07,-1111.18
L01,42725,Management Fee,BOC,Actual,39713,LKR,0.06,-2382.78
L01,42403,Finance Cost,BOC,Actual,8100,THB,0.23,-1863
L01,42698,Management Fee,HSBC,Actual,20297,SGD,5.74,-116504.78
L01,42575,Rental Income,CitiBank,Actual,47432,MYR,1.97,467205.2
L01,42701,Payroll,HSBC,Actual,3200,THB,0.23,-736
L01,42481,Payroll,BOC,Actual,6123,HKD,1,-6123
L01,42634,Rental Income,HSBC,Actual,41269,INR,0.12,24761.4
L01,42381,Management Fee,CitiBank,Actual,29876,LKR,0.06,-1792.56
L01,42724,Management Fee,BOC,Actual,40486,SGD,5.74,-232389.64
L01,42486,Sales,CitiBank,Actual,14958,HKD,1,119664
L01,42684,Payroll,HSBC,Actual,31734,JPY,0.07,-2221.38
L01,42381,Management Fee,HSBC,Actual,38034,THB,0.23,-8747.82
L01,42651,Payroll,BOC,Actual,4634,HKD,1,-4634
L01,42521,Administrative Expenses,CitiBank,Actual,49494,SGD,5.74,-284095.56
L01,42673,Management Fee,CitiBank,Actual,49603,HKD,1,-49603
L01,42433,Sales,CitiBank,Actual,30869,JPY,0.07,17286.64
L01,42645,Payroll,BOC,Actual,23666,TWD,0.25,-5916.5
L01,42412,Purchases,BOC,Actual,2531,MYR,1.97,-4986.07
L01,42423,Administrative Expenses,HSBC,Actual,8397,CNY,1.19,-9992.43
L01,42721,Rental Income,CitiBank,Actual,12455,TWD,0.25,15568.75
L01,42377,Purchases,BOC,Actual,33549,MYR,1.97,-66091.53
L01,42558,Payroll,HSBC,Actual,43882,LKR,0.06,-2632.92
L01,42712,Administrative Expenses,HSBC,Actual,19414,INR,0.12,-2329.68
L01,42732,Finance Cost,BOC,Actual,8580,HKD,1,-8580
L01,42478,Sales,HSBC,Actual,1378,INR,0.12,1322.88
L01,42607,Administrative Expenses,HSBC,Actual,18794,SGD,5.74,-107877.56
L01,42377,Rental Income,BOC,Actual,4376,CNY,1.19,26037.2
L01,42540,Administrative Expenses,CitiBank,Actual,18653,LKR,0.06,-1119.18
L01,42653,Rental Income,CitiBank,Actual,40480,JPY,0.07,14168
L01,42425,Administrative Expenses,BOC,Actual,10450,SGD,5.74,-59983
L01,42460,Finance Cost,CitiBank,Actual,22302,CNY,1.19,-26539.38
L01,42411,Payroll,CitiBank,Actual,45910,CNY,1.19,-54632.9
L01,42635,Rental Income,CitiBank,Actual,3500,THB,0.23,4025
L01,42571,Rental Income,HSBC,Actual,19550,THB,0.23,22482.5
L01,42437,Payroll,BOC,Actual,28795,LKR,0.06,-1727.7
L01,42452,Rental Income,CitiBank,Actual,26221,MYR,1.97,258276.85
L01,42562,Administrative Expenses,BOC,Actual,2143,THB,0.23,-492.89
L01,42630,Purchases,CitiBank,Actual,33861,CNY,1.19,-40294.59
L01,42417,Administrative Expenses,BOC,Actual,22601,MYR,1.97,-44523.97
L01,42561,Sales,BOC,Actual,29659,THB,0.23,54572.56
L01,42453,Purchases,CitiBank,Actual,36713,SGD,5.74,-210732.62
L01,42566,Purchases,CitiBank,Actual,27323,TWD,0.25,-6830.75
L01,42415,Management Fee,HSBC,Actual,25611,CNY,1.19,-30477.09
L01,42715,Sales,HSBC,Actual,26062,HKD,1,208496
L01,42669,Purchases,BOC,Actual,39946,JPY,0.07,-2796.22
L01,42716,Management Fee,HSBC,Actual,49096,SGD,5.74,-281811.04
L01,42668,Finance Cost,HSBC,Actual,29527,THB,0.23,-6791.21
L01,42408,Management Fee,CitiBank,Actual,11982,TWD,0.25,-2995.5
L01,42633,Sales,BOC,Actual,30101,JPY,0.07,16856.56
L01,42613,Payroll,BOC,Actual,46681,LKR,0.06,-2800.86
L01,42418,Purchases,CitiBank,Actual,23540,SGD,5.74,-135119.6
L01,42622,Finance Cost,BOC,Actual,10414,PHP,0.17,-1770.38
L01,42722,Sales,CitiBank,Actual,10482,PHP,0.17,14255.52
L01,42725,Administrative Expenses,HSBC,Actual,6727,HKD,1,-6727
L01,42677,Finance Cost,HSBC,Actual,13965,JPY,0.07,-977.55
L01,42658,Payroll,HSBC,Actual,8149,HKD,1,-8149
L01,42447,Payroll,BOC,Actual,18295,SGD,5.74,-105013.3
L01,42663,Payroll,HSBC,Actual,35365,INR,0.12,-4243.8
L01,42530,Management Fee,BOC,Actual,5666,INR,0.12,-679.92
L01,42643,Payroll,HSBC,Actual,28640,LKR,0.06,-1718.4
L01,42471,Payroll,BOC,Actual,41308,SGD,5.74,-237107.92
L01,42479,Administrative Expenses,HSBC,Actual,4120,LKR,0.06,-247.2
L01,42615,Management Fee,CitiBank,Actual,8343,SGD,5.74,-47888.82
L01,42443,Rental Income,BOC,Actual,11669,SGD,5.74,334900.3
L01,42620,Purchases,BOC,Actual,39476,HKD,1,-39476
L01,42724,Sales,BOC,Actual,29659,INR,0.12,28472.64
L01,42726,Purchases,BOC,Actual,37579,CNY,1.19,-44719.01
L01,42550,Sales,BOC,Actual,24131,CNY,1.19,229727.12
L01,42647,Sales,CitiBank,Actual,30775,THB,0.23,56626
L01,42572,Management Fee,BOC,Actual,5033,CNY,1.19,-5989.27
L01,42441,Sales,HSBC,Actual,40127,SGD,5.74,1842631.84
L01,42564,Finance Cost,BOC,Actual,1996,THB,0.23,-459.08
L01,42634,Finance Cost,HSBC,Actual,30696,SGD,5.74,-176195.04
L01,42441,Management Fee,HSBC,Actual,12231,INR,0.12,-1467.72
L01,42536,Administrative Expenses,CitiBank,Actual,21137,THB,0.23,-4861.51
L01,42566,Management Fee,HSBC,Actual,2534,CNY,1.19,-3015.46
L01,42421,Purchases,BOC,Actual,16073,PHP,0.17,-2732.41
L01,42456,Management Fee,CitiBank,Actual,49224,INR,0.12,-5906.88
L01,42518,Payroll,BOC,Actual,2329,MYR,1.97,-4588.13
L01,42613,Rental Income,HSBC,Actual,38415,THB,0.23,44177.25
L01,42716,Sales,HSBC,Actual,1116,CNY,1.19,10624.32
L01,42425,Management Fee,CitiBank,Actual,37996,SGD,5.74,-218097.04
L01,42391,Sales,CitiBank,Actual,40710,THB,0.23,74906.4
L01,42448,Purchases,BOC,Actual,15876,LKR,0.06,-952.56
L01,42525,Rental Income,HSBC,Actual,24951,CNY,1.19,148458.45
L01,42414,Sales,HSBC,Actual,28882,PHP,0.17,39279.52
L01,42465,Sales,HSBC,Actual,35199,SGD,5.74,1616338.08
L01,42611,Management Fee,BOC,Actual,24500,CNY,1.19,-29155
L01,42442,Rental Income,HSBC,Actual,24568,CNY,1.19,146179.6
L01,42383,Payroll,BOC,Actual,38427,PHP,0.17,-6532.59
L01,42693,Purchases,CitiBank,Actual,24555,MYR,1.97,-48373.35
L01,42693,Sales,HSBC,Actual,20728,TWD,0.25,41456
L01,42404,Management Fee,HSBC,Actual,13659,THB,0.23,-3141.57
L01,42377,Purchases,HSBC,Actual,18794,PHP,0.17,-3194.98
L01,42584,Sales,CitiBank,Actual,41031,SGD,5.74,1884143.52
L01,42723,Administrative Expenses,CitiBank,Actual,43447,TWD,0.25,-10861.75
L01,42489,Rental Income,HSBC,Actual,39233,HKD,1,196165
L01,42518,Finance Cost,BOC,Actual,16544,JPY,0.07,-1158.08
L01,42724,Finance Cost,BOC,Actual,19412,THB,0.23,-4464.76
L01,42508,Management Fee,CitiBank,Actual,2536,TWD,0.25,-634
L01,42570,Administrative Expenses,CitiBank,Actual,6659,THB,0.23,-1531.57
L01,42452,Sales,HSBC,Actual,24799,MYR,1.97,390832.24
L01,42718,Administrative Expenses,CitiBank,Actual,13965,PHP,0.17,-2374.05
L01,42567,Rental Income,HSBC,Actual,2143,CNY,1.19,12750.85
L01,42557,Management Fee,HSBC,Actual,9562,PHP,0.17,-1625.54
L01,42489,Sales,BOC,Actual,6088,JPY,0.07,3409.28
L01,42518,Payroll,BOC,Actual,29065,THB,0.23,-6684.95
L01,42516,Management Fee,HSBC,Actual,22908,LKR,0.06,-1374.48
L01,42557,Finance Cost,CitiBank,Actual,2643,PHP,0.17,-449.31
L01,42422,Purchases,HSBC,Actual,24302,INR,0.12,-2916.24
L01,42659,Finance Cost,HSBC,Actual,20505,PHP,0.17,-3485.85
L01,42652,Rental Income,BOC,Actual,39378,MYR,1.97,387873.3
L01,42718,Finance Cost,HSBC,Actual,23826,TWD,0.25,-5956.5
L01,42696,Sales,BOC,Actual,25137,TWD,0.25,50274
L01,42651,Purchases,HSBC,Actual,14839,SGD,5.74,-85175.86
L01,42473,Management Fee,BOC,Actual,41452,LKR,0.06,-2487.12
L01,42502,Administrative Expenses,CitiBank,Actual,3065,SGD,5.74,-17593.1
L01,42581,Purchases,CitiBank,Actual,9980,SGD,5.74,-57285.2
L01,42665,Sales,CitiBank,Actual,38805,CNY,1.19,369423.6
L01,42603,Administrative Expenses,BOC,Actual,7253,JPY,0.07,-507.71
L01,42640,Purchases,BOC,Actual,27800,PHP,0.17,-4726
L01,42522,Sales,BOC,Actual,6442,SGD,5.74,295816.64
L01,42461,Sales,BOC,Actual,29086,LKR,0.06,13961.28
L01,42660,Finance Cost,BOC,Actual,6221,TWD,0.25,-1555.25
L01,42691,Management Fee,BOC,Actual,16483,TWD,0.25,-4120.75
L01,42636,Payroll,BOC,Actual,7027,SGD,5.74,-40334.98
L01,42575,Purchases,CitiBank,Actual,28362,INR,0.12,-3403.44
L01,42579,Rental Income,HSBC,Actual,46179,PHP,0.17,39252.15
L01,42529,Finance Cost,HSBC,Actual,35448,MYR,1.97,-69832.56
L01,42414,Management Fee,BOC,Actual,35685,INR,0.12,-4282.2
L01,42529,Payroll,CitiBank,Actual,38884,LKR,0.06,-2333.04
L01,42572,Rental Income,CitiBank,Actual,36043,CNY,1.19,214455.85
L01,42434,Administrative Expenses,BOC,Actual,25835,CNY,1.19,-30743.65
L01,42543,Rental Income,CitiBank,Actual,15119,TWD,0.25,18898.75
L01,42551,Purchases,CitiBank,Actual,28192,CNY,1.19,-33548.48
L01,42520,Finance Cost,CitiBank,Actual,26516,HKD,1,-26516
L01,42681,Sales,HSBC,Actual,17716,PHP,0.17,24093.76
L01,42409,Administrative Expenses,BOC,Actual,49715,THB,0.23,-11434.45
L01,42698,Rental Income,HSBC,Actual,44606,PHP,0.17,37915.1
L01,42381,Finance Cost,HSBC,Actual,47165,PHP,0.17,-8018.05
L01,42448,Sales,HSBC,Actual,7656,PHP,0.17,10412.16
L01,42537,Management Fee,BOC,Actual,27106,THB,0.23,-6234.38
L01,42705,Rental Income,BOC,Actual,12599,MYR,1.97,124100.15
L01,42512,Management Fee,CitiBank,Actual,4466,CNY,1.19,-5314.54
L01,42387,Administrative Expenses,HSBC,Actual,22279,THB,0.23,-5124.17
L01,42506,Rental Income,BOC,Actual,44395,HKD,1,221975
L01,42561,Administrative Expenses,HSBC,Actual,31421,PHP,0.17,-5341.57
L01,42529,Payroll,HSBC,Actual,12569,JPY,0.07,-879.83
L01,42497,Rental Income,HSBC,Actual,11548,MYR,1.97,113747.8
L01,42582,Rental Income,HSBC,Actual,43984,THB,0.23,50581.6
L01,42585,Payroll,HSBC,Actual,38223,LKR,0.06,-2293.38
L01,42720,Administrative Expenses,BOC,Actual,47521,SGD,5.74,-272770.54
L01,42566,Management Fee,BOC,Actual,20728,PHP,0.17,-3523.76
L01,42642,Payroll,HSBC,Actual,41380,JPY,0.07,-2896.6
L01,42494,Administrative Expenses,HSBC,Actual,12460,LKR,0.06,-747.6
L01,42521,Sales,BOC,Actual,9980,LKR,0.06,4790.4
L01,42516,Administrative Expenses,BOC,Actual,45916,JPY,0.07,-3214.12
L01,42613,Administrative Expenses,HSBC,Actual,33506,SGD,5.74,-192324.44
L01,42471,Rental Income,BOC,Actual,20680,PHP,0.17,17578
L01,42537,Management Fee,CitiBank,Actual,48819,TWD,0.25,-12204.75
L01,42462,Administrative Expenses,CitiBank,Actual,40244,INR,0.12,-4829.28
L01,42408,Management Fee,HSBC,Actual,6507,INR,0.12,-780.84
L01,42642,Payroll,CitiBank,Actual,23866,THB,0.23,-5489.18
L01,42521,Rental Income,CitiBank,Actual,31830,INR,0.12,19098
L01,42621,Finance Cost,HSBC,Actual,22300,JPY,0.07,-1561
L01,42551,Rental Income,BOC,Actual,4241,MYR,1.97,41773.85
L01,42421,Management Fee,CitiBank,Actual,1806,PHP,0.17,-307.02
L01,42678,Payroll,BOC,Actual,7968,SGD,5.74,-45736.32
L01,42665,Payroll,BOC,Actual,45855,THB,0.23,-10546.65
L01,42400,Management Fee,BOC,Actual,27011,INR,0.12,-3241.32
L01,42717,Sales,BOC,Actual,32068,PHP,0.17,43612.48
L01,42455,Finance Cost,BOC,Actual,7953,JPY,0.07,-556.71
L01,42520,Finance Cost,CitiBank,Actual,16562,INR,0.12,-1987.44
L01,42383,Finance Cost,CitiBank,Actual,10358,LKR,0.06,-621.48
L01,42621,Administrative Expenses,HSBC,Actual,4136,LKR,0.06,-248.16
L01,42474,Payroll,CitiBank,Actual,7027,CNY,1.19,-8362.13
L01,42441,Management Fee,CitiBank,Actual,20183,SGD,5.74,-115850.42
L01,42693,Finance Cost,BOC,Actual,1915,CNY,1.19,-2278.85
L01,42470,Administrative Expenses,HSBC,Actual,47647,CNY,1.19,-56699.93
L01,42575,Management Fee,CitiBank,Actual,7369,SGD,5.74,-42298.06
L01,42582,Sales,HSBC,Actual,27535,THB,0.23,50664.4
L01,42695,Rental Income,CitiBank,Actual,32344,MYR,1.97,318588.4
L01,42404,Finance Cost,HSBC,Actual,16176,PHP,0.17,-2749.92
L01,42557,Rental Income,CitiBank,Actual,32894,CNY,1.19,195719.3
L01,42463,Rental Income,CitiBank,Actual,34035,PHP,0.17,28929.75
L01,42416,Purchases,CitiBank,Actual,26755,JPY,0.07,-1872.85
L01,42407,Purchases,BOC,Actual,12940,MYR,1.97,-25491.8
L01,42618,Purchases,HSBC,Actual,44908,JPY,0.07,-3143.56
L01,42568,Finance Cost,BOC,Actual,45394,SGD,5.74,-260561.56
L01,42550,Payroll,CitiBank,Actual,42547,JPY,0.07,-2978.29
L01,42682,Finance Cost,HSBC,Actual,36331,INR,0.12,-4359.72
L01,42609,Rental Income,HSBC,Actual,12606,THB,0.23,14496.9
L01,42717,Rental Income,BOC,Actual,15055,SGD,5.74,432078.5
L01,42649,Rental Income,CitiBank,Actual,12714,MYR,1.97,125232.9
L01,42478,Administrative Expenses,CitiBank,Actual,25383,JPY,0.07,-1776.81
L01,42413,Payroll,HSBC,Actual,45833,INR,0.12,-5499.96
L01,42482,Finance Cost,CitiBank,Actual,44713,MYR,1.97,-88084.61
L01,42717,Management Fee,BOC,Actual,33811,LKR,0.06,-2028.66
L01,42415,Administrative Expenses,HSBC,Actual,26483,SGD,5.74,-152012.42
L01,42384,Finance Cost,CitiBank,Actual,11976,THB,0.23,-2754.48
L01,42470,Administrative Expenses,HSBC,Actual,19327,MYR,1.97,-38074.19
L01,42603,Rental Income,HSBC,Actual,12952,PHP,0.17,11009.2
L01,42537,Sales,CitiBank,Actual,23587,CNY,1.19,224548.24
L01,42613,Management Fee,CitiBank,Actual,16434,TWD,0.25,-4108.5
L01,42642,Finance Cost,BOC,Actual,49528,SGD,5.74,-284290.72
L01,42606,Purchases,BOC,Actual,8976,LKR,0.06,-538.56
L01,42551,Purchases,BOC,Actual,33087,THB,0.23,-7610.01
L01,42694,Sales,HSBC,Actual,41152,LKR,0.06,19752.96
L01,42504,Administrative Expenses,BOC,Actual,29559,PHP,0.17,-5025.03
L01,42430,Sales,CitiBank,Actual,22802,HKD,1,182416
L01,42714,Rental Income,HSBC,Actual,36300,INR,0.12,21780
L01,42551,Management Fee,BOC,Actual,31828,PHP,0.17,-5410.76
L01,42704,Administrative Expenses,CitiBank,Actual,48103,HKD,1,-48103
L01,42424,Administrative Expenses,HSBC,Actual,7427,PHP,0.17,-1262.59
L01,42512,Management Fee,HSBC,Actual,1272,THB,0.23,-292.56
L01,42430,Sales,BOC,Actual,32822,PHP,0.17,44637.92
L01,42477,Finance Cost,HSBC,Actual,31504,INR,0.12,-3780.48
L01,42631,Sales,HSBC,Actual,22601,SGD,5.74,1037837.92
L01,42383,Administrative Expenses,CitiBank,Actual,15767,PHP,0.17,-2680.39
L01,42642,Rental Income,BOC,Actual,4380,CNY,1.19,26061
L01,42390,Purchases,HSBC,Actual,21053,THB,0.23,-4842.19
L01,42673,Management Fee,CitiBank,Actual,22683,TWD,0.25,-5670.75
L01,42688,Payroll,BOC,Actual,43507,JPY,0.07,-3045.49
L01,42635,Administrative Expenses,CitiBank,Actual,37608,THB,0.23,-8649.84
L01,42532,Payroll,CitiBank,Actual,26080,SGD,5.74,-149699.2
L01,42532,Administrative Expenses,CitiBank,Actual,16586,SGD,5.74,-95203.64
L01,42451,Finance Cost,HSBC,Actual,29363,HKD,1,-29363
L01,42395,Finance Cost,HSBC,Actual,19900,INR,0.12,-2388
L01,42663,Payroll,CitiBank,Actual,41031,INR,0.12,-4923.72
L01,42402,Administrative Expenses,HSBC,Actual,29645,CNY,1.19,-35277.55
L01,42728,Finance Cost,CitiBank,Actual,4679,INR,0.12,-561.48
L01,42475,Management Fee,HSBC,Actual,37812,PHP,0.17,-6428.04
L01,42371,Sales,HSBC,Actual,15645,HKD,1,125160
L01,42377,Rental Income,HSBC,Actual,3200,JPY,0.07,1120
L01,42452,Rental Income,HSBC,Actual,19191,LKR,0.06,5757.3
L01,42663,Administrative Expenses,CitiBank,Actual,34814,JPY,0.07,-2436.98
L01,42665,Administrative Expenses,CitiBank,Actual,49603,LKR,0.06,-2976.18
L01,42516,Sales,BOC,Actual,46522,MYR,1.97,733186.72
L01,42440,Rental Income,HSBC,Actual,13734,INR,0.12,8240.4
L01,42568,Sales,HSBC,Actual,47823,LKR,0.06,22955.04
L01,42424,Sales,CitiBank,Actual,12714,JPY,0.07,7119.84
L01,42707,Purchases,HSBC,Actual,43507,MYR,1.97,-85708.79
L01,42415,Rental Income,CitiBank,Actual,33527,PHP,0.17,28497.95
L01,42382,Finance Cost,BOC,Actual,24520,CNY,1.19,-29178.8
L01,42619,Finance Cost,BOC,Actual,39569,LKR,0.06,-2374.14
L01,42691,Purchases,CitiBank,Actual,31302,PHP,0.17,-5321.34
L01,42574,Sales,CitiBank,Actual,19091,SGD,5.74,876658.72
L01,42646,Rental Income,CitiBank,Actual,4079,LKR,0.06,1223.7
L01,42407,Administrative Expenses,HSBC,Actual,44167,THB,0.23,-10158.41
L01,42542,Administrative Expenses,HSBC,Actual,5224,SGD,5.74,-29985.76
L01,42682,Administrative Expenses,HSBC,Actual,39595,JPY,0.07,-2771.65
L01,42655,Rental Income,CitiBank,Actual,21736,MYR,1.97,214099.6
L01,42577,Administrative Expenses,CitiBank,Actual,10129,CNY,1.19,-12053.51
L01,42673,Payroll,CitiBank,Actual,25611,SGD,5.74,-147007.14
L01,42480,Payroll,CitiBank,Actual,18008,SGD,5.74,-103365.92
L01,42572,Finance Cost,HSBC,Actual,47827,THB,0.23,-11000.21
L01,42582,Rental Income,HSBC,Actual,6892,LKR,0.06,2067.6
L01,42590,Administrative Expenses,BOC,Actual,24341,PHP,0.17,-4137.97
L01,42619,Purchases,BOC,Actual,24644,MYR,1.97,-48548.68
L01,42585,Finance Cost,HSBC,Actual,2224,THB,0.23,-511.52
L01,42486,Management Fee,CitiBank,Actual,39205,PHP,0.17,-6664.85
L01,42373,Rental Income,HSBC,Actual,13579,HKD,1,67895
L01,42662,Purchases,CitiBank,Actual,44713,PHP,0.17,-7601.21
L01,42394,Finance Cost,CitiBank,Actual,49554,THB,0.23,-11397.42
L01,42657,Purchases,HSBC,Actual,40917,TWD,0.25,-10229.25
L01,42512,Administrative Expenses,CitiBank,Actual,27735,HKD,1,-27735
L01,42423,Purchases,CitiBank,Actual,39581,LKR,0.06,-2374.86
L01,42691,Rental Income,HSBC,Actual,3505,INR,0.12,2103
L01,42386,Administrative Expenses,BOC,Actual,26563,MYR,1.97,-52329.11
L01,42386,Purchases,HSBC,Actual,32260,MYR,1.97,-63552.2
L01,42712,Purchases,BOC,Actual,6125,INR,0.12,-735
L01,42657,Administrative Expenses,BOC,Actual,22871,SGD,5.74,-131279.54
L01,42384,Administrative Expenses,HSBC,Actual,28413,MYR,1.97,-55973.61
L01,42484,Purchases,BOC,Actual,2534,HKD,1,-2534
L01,42473,Rental Income,HSBC,Actual,42626,TWD,0.25,53282.5
L01,42658,Finance Cost,CitiBank,Actual,45144,JPY,0.07,-3160.08
L01,42390,Purchases,HSBC,Actual,2614,CNY,1.19,-3110.66
L01,42440,Finance Cost,BOC,Actual,39569,SGD,5.74,-227126.06
L01,42484,Finance Cost,CitiBank,Actual,10215,PHP,0.17,-1736.55
L01,42701,Sales,CitiBank,Actual,30241,CNY,1.19,287894.32
L01,42529,Rental Income,CitiBank,Actual,4187,INR,0.12,2512.2
L01,42384,Finance Cost,CitiBank,Actual,16919,LKR,0.06,-1015.14
L01,42685,Rental Income,HSBC,Actual,40086,MYR,1.97,394847.1
L01,42633,Rental Income,HSBC,Actual,36911,INR,0.12,22146.6
L01,42470,Administrative Expenses,CitiBank,Actual,41071,INR,0.12,-4928.52
L01,42733,Purchases,BOC,Actual,36481,CNY,1.19,-43412.39
L01,42635,Finance Cost,HSBC,Actual,8237,THB,0.23,-1894.51
L01,42524,Finance Cost,CitiBank,Actual,27165,JPY,0.07,-1901.55
L01,42539,Administrative Expenses,BOC,Actual,1676,INR,0.12,-201.12
L01,42516,Management Fee,BOC,Actual,11332,HKD,1,-11332
L01,42602,Sales,CitiBank,Actual,17600,MYR,1.97,277376
L01,42465,Rental Income,HSBC,Actual,19922,LKR,0.06,5976.6
L01,42376,Purchases,HSBC,Actual,2707,LKR,0.06,-162.42
L01,42680,Sales,CitiBank,Actual,37996,HKD,1,303968
L01,42372,Finance Cost,BOC,Actual,34420,LKR,0.06,-2065.2
L01,42729,Administrative Expenses,HSBC,Actual,38415,THB,0.23,-8835.45
L01,42705,Management Fee,HSBC,Actual,29736,SGD,5.74,-170684.64
L01,42698,Management Fee,CitiBank,Actual,7953,THB,0.23,-1829.19
L01,42714,Administrative Expenses,CitiBank,Actual,13426,PHP,0.17,-2282.42
L01,42371,Administrative Expenses,HSBC,Actual,45633,SGD,5.74,-261933.42
L01,42691,Sales,CitiBank,Actual,36515,CNY,1.19,347622.8
L01,42613,Purchases,BOC,Actual,24339,SGD,5.74,-139705.86
L01,42552,Payroll,HSBC,Actual,39543,CNY,1.19,-47056.17
L01,42587,Sales,BOC,Actual,36015,PHP,0.17,48980.4
L01,42380,Payroll,HSBC,Actual,12811,JPY,0.07,-896.77
L01,42591,Rental Income,BOC,Actual,47619,HKD,1,238095
L01,42469,Management Fee,BOC,Actual,1146,CNY,1.19,-1363.74
L01,42675,Purchases,HSBC,Actual,49537,JPY,0.07,-3467.59
L01,42626,Payroll,HSBC,Actual,31418,HKD,1,-31418
L01,42450,Management Fee,CitiBank,Actual,39801,PHP,0.17,-6766.17
L01,42683,Finance Cost,CitiBank,Actual,38710,INR,0.12,-4645.2
L01,42681,Management Fee,HSBC,Actual,24002,PHP,0.17,-4080.34
L01,42585,Management Fee,HSBC,Actual,35833,THB,0.23,-8241.59
L01,42696,Finance Cost,CitiBank,Actual,40040,MYR,1.97,-78878.8
L01,42643,Payroll,CitiBank,Actual,18081,MYR,1.97,-35619.57
L01,42667,Finance Cost,HSBC,Actual,4690,HKD,1,-4690
L01,42486,Payroll,HSBC,Actual,45633,TWD,0.25,-11408.25
L01,42447,Management Fee,CitiBank,Actual,38012,LKR,0.06,-2280.72
L01,42688,Finance Cost,CitiBank,Actual,44903,INR,0.12,-5388.36
L01,42724,Payroll,HSBC,Actual,27606,SGD,5.74,-158458.44
L01,42611,Management Fee,HSBC,Actual,9156,TWD,0.25,-2289
L01,42446,Sales,BOC,Actual,22622,SGD,5.74,1038802.24
L01,42726,Sales,CitiBank,Actual,31678,PHP,0.17,43082.08
L01,42516,Management Fee,HSBC,Actual,49795,CNY,1.19,-59256.05
L01,42615,Rental Income,CitiBank,Actual,3139,HKD,1,15695
L01,42685,Finance Cost,CitiBank,Actual,28213,PHP,0.17,-4796.21
L01,42613,Sales,HSBC,Actual,11431,THB,0.23,21033.04
L01,42575,Sales,CitiBank,Actual,31266,THB,0.23,57529.44
L01,42733,Management Fee,BOC,Actual,25835,SGD,5.74,-148292.9
