Product,Style,Unit_Price
P676,G,431.73
P676,H,444.68
P677,A,960.67
P677,B,989.49
P677,C,1019.17
P677,D,1049.75
P677,E,1081.24
P677,F,1113.68
P677,G,1147.09
P677,H,1181.5
P678,A,443.13
P678,B,456.42
P678,C,470.11
P678,D,484.21
P678,E,498.74
P678,F,513.7
P678,G,529.11
P678,H,544.98
P679,A,310.59
P679,B,319.91
P679,C,329.51
P679,D,339.4
P679,E,349.58
P679,F,360.07
P679,G,370.87
P679,H,382
P680,A,704.16
P680,B,725.28
P680,C,747.04
P680,D,769.45
P680,E,792.53
P680,F,816.31
P680,G,840.8
P680,H,866.02
P681,A,208.7
P681,B,214.96
P681,C,221.41
P681,D,228.05
P681,E,234.89
P681,F,241.94
P681,G,249.2
P681,H,256.68
P682,A,636.36
P682,B,655.45
P682,C,675.11
P682,D,695.36
P682,E,716.22
P682,F,737.71
P682,G,759.84
P682,H,782.64
P683,A,152.46
P683,B,157.03
P683,C,161.74
P683,D,166.59
P683,E,171.59
P683,F,176.74
P683,G,182.04
P683,H,187.5
P684,A,942.38
P684,B,970.65
P684,C,999.77
P684,D,1029.76
P684,E,1060.65
P684,F,1092.47
P684,G,1125.24
P684,H,1159
P685,A,940.98
P685,B,969.21
P685,C,998.29
P685,D,1028.24
P685,E,1059.09
P685,F,1090.86
P685,G,1123.59
P685,H,1157.3
P686,A,203.12
P686,B,209.21
P686,C,215.49
P686,D,221.95
P686,E,228.61
P686,F,235.47
P686,G,242.53
P686,H,249.81
P687,A,675.57
P687,B,695.84
P687,C,716.72
P687,D,738.22
P687,E,760.37
P687,F,783.18
P687,G,806.68
P687,H,830.88
P688,A,232.99
P688,B,239.98
P688,C,247.18
P688,D,254.6
P688,E,262.24
P688,F,270.11
P688,G,278.21
P688,H,286.56
P689,A,801.09
P689,B,825.12
P689,C,849.87
P689,D,875.37
P689,E,901.63
P689,F,928.68
P689,G,956.54
P689,H,985.24
P690,A,317.18
P690,B,326.7
P690,C,336.5
P690,D,346.6
P690,E,357
P690,F,367.71
P690,G,378.74
P690,H,390.1
P691,A,658.03
P691,B,677.77
P691,C,698.1
P691,D,719.04
P691,E,740.61
P691,F,762.83
P691,G,785.71
P691,H,809.28
P692,A,254.45
P692,B,262.08
P692,C,269.94
P692,D,278.04
P692,E,286.38
P692,F,294.97
P692,G,303.82
P692,H,312.93
P693,A,531
P693,B,546.93
P693,C,563.34
P693,D,580.24
P693,E,597.65
P693,F,615.58
P693,G,634.05
P693,H,653.07
P694,A,351.43
P694,B,361.97
P694,C,372.83
P694,D,384.01
P694,E,395.53
P694,F,407.4
P694,G,419.62
P694,H,432.21
P695,A,625.72
P695,B,644.49
P695,C,663.82
P695,D,683.73
P695,E,704.24
P695,F,725.37
P695,G,747.13
P695,H,769.54
P696,A,190.37
P696,B,196.08
P696,C,201.96
P696,D,208.02
P696,E,214.26
P696,F,220.69
P696,G,227.31
P696,H,234.13
P697,A,957.69
P697,B,986.42
P697,C,1016.01
P697,D,1046.49
P697,E,1077.88
P697,F,1110.22
P697,G,1143.53
P697,H,1177.84
P698,A,671.41
P698,B,691.55
P698,C,712.3
P698,D,733.67
P698,E,755.68
P698,F,778.35
P698,G,801.7
P698,H,825.75
P699,A,210.53
P699,B,216.85
P699,C,223.36
P699,D,230.06
P699,E,236.96
P699,F,244.07
P699,G,251.39
P699,H,258.93
P700,A,658.95
P700,B,678.72
P700,C,699.08
P700,D,720.05
P700,E,741.65
P700,F,763.9
P700,G,786.82
P700,H,810.42
P701,A,661.22
P701,B,681.06
P701,C,701.49
P701,D,722.53
P701,E,744.21
P701,F,766.54
P701,G,789.54
P701,H,813.23
P702,A,295.65
P702,B,304.52
P702,C,313.66
P702,D,323.07
P702,E,332.76
P702,F,342.74
P702,G,353.02
P702,H,363.61
P703,A,409.83
P703,B,422.12
P703,C,434.78
P703,D,447.82
P703,E,461.25
P703,F,475.09
P703,G,489.34
P703,H,504.02
P704,A,923.09
P704,B,950.78
P704,C,979.3
P704,D,1008.68
P704,E,1038.94
P704,F,1070.11
P704,G,1102.21
P704,H,1135.28
P705,A,129.84
P705,B,133.74
P705,C,137.75
P705,D,141.88
P705,E,146.14
P705,F,150.52
P705,G,155.04
P705,H,159.69
P706,A,968.63
P706,B,997.69
P706,C,1027.62
P706,D,1058.45
P706,E,1090.2
P706,F,1122.91
P706,G,1156.6
P706,H,1191.3
P707,A,703.66
P707,B,724.77
P707,C,746.51
P707,D,768.91
P707,E,791.98
P707,F,815.74
P707,G,840.21
P707,H,865.42
P708,A,973.19
P708,B,1002.39
P708,C,1032.46
P708,D,1063.43
P708,E,1095.33
P708,F,1128.19
P708,G,1162.04
P708,H,1196.9
P709,A,536.42
P709,B,552.51
P709,C,569.09
P709,D,586.16
P709,E,603.74
P709,F,621.85
P709,G,640.51
P709,H,659.73
P710,A,784.97
P710,B,808.52
P710,C,832.78
P710,D,857.76
P710,E,883.49
P710,F,909.99
P710,G,937.29
P710,H,965.41
P711,A,184.87
P711,B,190.42
P711,C,196.13
P711,D,202.01
P711,E,208.07
P711,F,214.31
P711,G,220.74
P711,H,227.36
P712,A,926.21
P712,B,954
P712,C,982.62
P712,D,1012.1
P712,E,1042.46
P712,F,1073.73
P712,G,1105.94
P712,H,1139.12
P713,A,184.76
P713,B,190.3
P713,C,196.01
P713,D,201.89
P713,E,207.95
P713,F,214.19
P713,G,220.62
P713,H,227.24
P714,A,480.63
P714,B,495.05
P714,C,509.9
P714,D,525.2
P714,E,540.96
P714,F,557.19
P714,G,573.91
P714,H,591.13
P715,A,653.62
P715,B,673.23
P715,C,693.43
P715,D,714.23
P715,E,735.66
P715,F,757.73
P715,G,780.46
P715,H,803.87
P716,A,435.74
P716,B,448.81
P716,C,462.27
P716,D,476.14
P716,E,490.42
P716,F,505.13
P716,G,520.28
P716,H,535.89
P717,A,403.91
P717,B,416.03
P717,C,428.51
P717,D,441.37
P717,E,454.61
P717,F,468.25
P717,G,482.3
P717,H,496.77
P718,A,733.74
P718,B,755.75
P718,C,778.42
P718,D,801.77
P718,E,825.82
P718,F,850.59
P718,G,876.11
P718,H,902.39
P719,A,456
P719,B,469.68
P719,C,483.77
P719,D,498.28
P719,E,513.23
P719,F,528.63
P719,G,544.49
P719,H,560.82
P720,A,787.26
P720,B,810.88
P720,C,835.21
P720,D,860.27
P720,E,886.08
P720,F,912.66
P720,G,940.04
P720,H,968.24
P721,A,835.58
P721,B,860.65
P721,C,886.47
P721,D,913.06
P721,E,940.45
P721,F,968.66
P721,G,997.72
P721,H,1027.65
P722,A,107.41
P722,B,110.63
P722,C,113.95
P722,D,117.37
P722,E,120.89
P722,F,124.52
P722,G,128.26
P722,H,132.11
P723,A,677.24
P723,B,697.56
P723,C,718.49
P723,D,740.04
P723,E,762.24
P723,F,785.11
P723,G,808.66
P723,H,832.92
P724,A,443.68
P724,B,456.99
P724,C,470.7
P724,D,484.82
P724,E,499.36
P724,F,514.34
P724,G,529.77
P724,H,545.66
P725,A,591.9
P725,B,609.66
P725,C,627.95
P725,D,646.79
P725,E,666.19
P725,F,686.18
P725,G,706.77
P725,H,727.97
P726,A,257.95
P726,B,265.69
P726,C,273.66
P726,D,281.87
P726,E,290.33
P726,F,299.04
P726,G,308.01
P726,H,317.25
P727,A,323.07
P727,B,332.76
P727,C,342.74
P727,D,353.02
P727,E,363.61
P727,F,374.52
P727,G,385.76
P727,H,397.33
P728,A,641.92
P728,B,661.18
P728,C,681.02
P728,D,701.45
P728,E,722.49
P728,F,744.16
P728,G,766.48
P728,H,789.47
P729,A,477.8
P729,B,492.13
P729,C,506.89
P729,D,522.1
P729,E,537.76
P729,F,553.89
P729,G,570.51
P729,H,587.63
P730,A,514.16
P730,B,529.58
P730,C,545.47
P730,D,561.83
P730,E,578.68
P730,F,596.04
P730,G,613.92
P730,H,632.34
P731,A,22.83
P731,B,23.51
P731,C,24.22
P731,D,24.95
P731,E,25.7
P731,F,26.47
P731,G,27.26
P731,H,28.08
P732,A,532.65
P732,B,548.63
P732,C,565.09
P732,D,582.04
P732,E,599.5
P732,F,617.49
P732,G,636.01
P732,H,655.09
P733,A,90.74
P733,B,93.46
P733,C,96.26
P733,D,99.15
P733,E,102.12
P733,F,105.18
P733,G,108.34
P733,H,111.59
P734,A,182.86
P734,B,188.35
P734,C,194
P734,D,199.82
P734,E,205.81
P734,F,211.98
P734,G,218.34
P734,H,224.89
P735,A,912
P735,B,939.36
P735,C,967.54
P735,D,996.57
P735,E,1026.47
P735,F,1057.26
P735,G,1088.98
P735,H,1121.65
P736,A,958.18
P736,B,986.93
P736,C,1016.54
P736,D,1047.04
P736,E,1078.45
P736,F,1110.8
P736,G,1144.12
P736,H,1178.44
P737,A,797.58
P737,B,821.51
P737,C,846.16
P737,D,871.54
P737,E,897.69
P737,F,924.62
P737,G,952.36
P737,H,980.93
P738,A,83.64
P738,B,86.15
P738,C,88.73
P738,D,91.39
P738,E,94.13
P738,F,96.95
P738,G,99.86
P738,H,102.86
P739,A,941.46
P739,B,969.7
P739,C,998.79
P739,D,1028.75
P739,E,1059.61
P739,F,1091.4
P739,G,1124.14
P739,H,1157.86
P740,A,333.39
P740,B,343.39
P740,C,353.69
P740,D,364.3
P740,E,375.23
P740,F,386.49
P740,G,398.08
P740,H,410.02
P741,A,295.33
P741,B,304.19
P741,C,313.32
P741,D,322.72
P741,E,332.4
P741,F,342.37
P741,G,352.64
P741,H,363.22
P742,A,864.23
P742,B,890.16
P742,C,916.86
P742,D,944.37
P742,E,972.7
P742,F,1001.88
P742,G,1031.94
P742,H,1062.9
P743,A,748.07
P743,B,770.51
P743,C,793.63
P743,D,817.44
P743,E,841.96
P743,F,867.22
P743,G,893.24
P743,H,920.04
P744,A,891.97
P744,B,918.73
P744,C,946.29
P744,D,974.68
P744,E,1003.92
P744,F,1034.04
P744,G,1065.06
P744,H,1097.01
P745,A,163.96
P745,B,168.88
P745,C,173.95
P745,D,179.17
P745,E,184.55
P745,F,190.09
P745,G,195.79
P745,H,201.66
P746,A,698.88
P746,B,719.85
P746,C,741.45
P746,D,763.69
P746,E,786.6
P746,F,810.2
P746,G,834.51
P746,H,859.55
P747,A,470.13
P747,B,484.23
P747,C,498.76
P747,D,513.72
P747,E,529.13
P747,F,545
P747,G,561.35
P747,H,578.19
P748,A,105.99
P748,B,109.17
P748,C,112.45
P748,D,115.82
P748,E,119.29
P748,F,122.87
P748,G,126.56
P748,H,130.36
P749,A,23.34
P749,B,24.04
P749,C,24.76
P749,D,25.5
P749,E,26.27
P749,F,27.06
P749,G,27.87
P749,H,28.71
P750,A,847.07
P750,B,872.48
P750,C,898.65
P750,D,925.61
P750,E,953.38
P750,F,981.98
P750,G,1011.44
P750,H,1041.78
P751,A,39.01
P751,B,40.18
P751,C,41.39
P751,D,42.63
P751,E,43.91
P751,F,45.23
P751,G,46.59
P751,H,47.99
P752,A,962.77
P752,B,991.65
P752,C,1021.4
P752,D,1052.04
P752,E,1083.6
P752,F,1116.11
P752,G,1149.59
P752,H,1184.08
P753,A,162.13
P753,B,166.99
P753,C,172
P753,D,177.16
P753,E,182.47
P753,F,187.94
P753,G,193.58
P753,H,199.39
P754,A,447.74
P754,B,461.17
P754,C,475.01
P754,D,489.26
P754,E,503.94
P754,F,519.06
P754,G,534.63
P754,H,550.67
P755,A,350.64
P755,B,361.16
P755,C,371.99
P755,D,383.15
P755,E,394.64
P755,F,406.48
P755,G,418.67
P755,H,431.23
P756,A,169.74
P756,B,174.83
P756,C,180.07
P756,D,185.47
P756,E,191.03
P756,F,196.76
P756,G,202.66
P756,H,208.74
P757,A,617.8
P757,B,636.33
P757,C,655.42
P757,D,675.08
P757,E,695.33
P757,F,716.19
P757,G,737.68
P757,H,759.81
P758,A,633.96
P758,B,652.98
P758,C,672.57
P758,D,692.75
P758,E,713.53
P758,F,734.94
P758,G,756.99
P758,H,779.7
P759,A,210.1
P759,B,216.4
P759,C,222.89
P759,D,229.58
P759,E,236.47
P759,F,243.56
P759,G,250.87
P759,H,258.4
P760,A,697.71
P760,B,718.64
P760,C,740.2
P760,D,762.41
P760,E,785.28
P760,F,808.84
P760,G,833.11
P760,H,858.1
P761,A,219.91
P761,B,226.51
P761,C,233.31
P761,D,240.31
P761,E,247.52
P761,F,254.95
P761,G,262.6
P761,H,270.48
P762,A,202.67
P762,B,208.75
P762,C,215.01
P762,D,221.46
P762,E,228.1
P762,F,234.94
P762,G,241.99
P762,H,249.25
P763,A,214.05
P763,B,220.47
P763,C,227.08
P763,D,233.89
P763,E,240.91
P763,F,248.14
P763,G,255.58
P763,H,263.25
P764,A,698.37
P764,B,719.32
P764,C,740.9
P764,D,763.13
P764,E,786.02
P764,F,809.6
P764,G,833.89
P764,H,858.91
P765,A,168.82
P765,B,173.88
P765,C,179.1
P765,D,184.47
P765,E,190
P765,F,195.7
P765,G,201.57
P765,H,207.62
P766,A,744.83
P766,B,767.17
P766,C,790.19
P766,D,813.9
P766,E,838.32
P766,F,863.47
P766,G,889.37
P766,H,916.05
P767,A,902.18
P767,B,929.25
P767,C,957.13
P767,D,985.84
P767,E,1015.42
P767,F,1045.88
P767,G,1077.26
P767,H,1109.58
P768,A,605.69
P768,B,623.86
P768,C,642.58
P768,D,661.86
P768,E,681.72
P768,F,702.17
P768,G,723.24
P768,H,744.94
P769,A,799.7
P769,B,823.69
P769,C,848.4
P769,D,873.85
P769,E,900.07
P769,F,927.07
P769,G,954.88
P769,H,983.53
P770,A,620.6
P770,B,639.22
P770,C,658.4
P770,D,678.15
P770,E,698.49
P770,F,719.44
P770,G,741.02
P770,H,763.25
P771,A,336.56
P771,B,346.66
P771,C,357.06
P771,D,367.77
P771,E,378.8
P771,F,390.16
P771,G,401.86
P771,H,413.92
P772,A,238.9
P772,B,246.07
P772,C,253.45
P772,D,261.05
P772,E,268.88
P772,F,276.95
P772,G,285.26
P772,H,293.82
P773,A,943.18
P773,B,971.48
P773,C,1000.62
P773,D,1030.64
P773,E,1061.56
P773,F,1093.41
P773,G,1126.21
P773,H,1160
P774,A,618.03
P774,B,636.57
P774,C,655.67
P774,D,675.34
P774,E,695.6
P774,F,716.47
P774,G,737.96
P774,H,760.1
P775,A,211.88
P775,B,218.24
P775,C,224.79
P775,D,231.53
P775,E,238.48
P775,F,245.63
P775,G,253
P775,H,260.59
P776,A,999.44
P776,B,1029.42
P776,C,1060.3
P776,D,1092.11
P776,E,1124.87
P776,F,1158.62
P776,G,1193.38
P776,H,1229.18
P777,A,326.74
P777,B,336.54
P777,C,346.64
P777,D,357.04
P777,E,367.75
P777,F,378.78
P777,G,390.14
P777,H,401.84
P778,A,881.8
P778,B,908.25
P778,C,935.5
P778,D,963.57
P778,E,992.48
P778,F,1022.25
P778,G,1052.92
P778,H,1084.51
P779,A,526.38
P779,B,542.17
P779,C,558.44
P779,D,575.19
P779,E,592.45
P779,F,610.22
P779,G,628.53
P779,H,647.39
P780,A,75.34
P780,B,77.6
P780,C,79.93
P780,D,82.33
P780,E,84.8
P780,F,87.34
P780,G,89.96
P780,H,92.66
P781,A,984.51
P781,B,1014.05
P781,C,1044.47
P781,D,1075.8
P781,E,1108.07
P781,F,1141.31
P781,G,1175.55
P781,H,1210.82
P782,A,682.6
P782,B,703.08
P782,C,724.17
P782,D,745.9
P782,E,768.28
P782,F,791.33
P782,G,815.07
P782,H,839.52
P783,A,219.84
P783,B,226.44
P783,C,233.23
P783,D,240.23
P783,E,247.44
P783,F,254.86
P783,G,262.51
P783,H,270.39
P784,A,865.02
P784,B,890.97
P784,C,917.7
P784,D,945.23
P784,E,973.59
P784,F,1002.8
P784,G,1032.88
P784,H,1063.87
P785,A,907.84
P785,B,935.08
P785,C,963.13
P785,D,992.02
P785,E,1021.78
P785,F,1052.43
P785,G,1084
P785,H,1116.52
P786,A,615.9
P786,B,634.38
P786,C,653.41
P786,D,673.01
P786,E,693.2
P786,F,714
P786,G,735.42
P786,H,757.48
P787,A,115.5
P787,B,118.97
P787,C,122.54
P787,D,126.22
P787,E,130.01
P787,F,133.91
P787,G,137.93
P787,H,142.07
P788,A,505.4
P788,B,520.56
P788,C,536.18
P788,D,552.27
P788,E,568.84
P788,F,585.91
P788,G,603.49
P788,H,621.59
P789,A,949.1
P789,B,977.57
P789,C,1006.9
P789,D,1037.11
P789,E,1068.22
P789,F,1100.27
P789,G,1133.28
P789,H,1167.28
P790,A,22.67
P790,B,23.35
P790,C,24.05
P790,D,24.77
P790,E,25.51
P790,F,26.28
P790,G,27.07
P790,H,27.88
P791,A,336.1
P791,B,346.18
P791,C,356.57
P791,D,367.27
P791,E,378.29
P791,F,389.64
P791,G,401.33
P791,H,413.37
P792,A,769.73
P792,B,792.82
P792,C,816.6
P792,D,841.1
P792,E,866.33
P792,F,892.32
P792,G,919.09
P792,H,946.66
P793,A,71.92
P793,B,74.08
P793,C,76.3
P793,D,78.59
P793,E,80.95
P793,F,83.38
P793,G,85.88
P793,H,88.46
P794,A,285.71
P794,B,294.28
P794,C,303.11
P794,D,312.2
P794,E,321.57
P794,F,331.22
P794,G,341.16
P794,H,351.39
P795,A,339.85
P795,B,350.05
P795,C,360.55
P795,D,371.37
P795,E,382.51
P795,F,393.99
P795,G,405.81
P795,H,417.98
P796,A,601.8
P796,B,619.85
P796,C,638.45
P796,D,657.6
P796,E,677.33
P796,F,697.65
P796,G,718.58
P796,H,740.14
P797,A,802.59
P797,B,826.67
P797,C,851.47
P797,D,877.01
P797,E,903.32
P797,F,930.42
P797,G,958.33
P797,H,987.08
P798,A,124.58
P798,B,128.32
P798,C,132.17
P798,D,136.14
P798,E,140.22
P798,F,144.43
P798,G,148.76
P798,H,153.22
P799,A,812.14
P799,B,836.5
P799,C,861.6
P799,D,887.45
P799,E,914.07
P799,F,941.49
P799,G,969.73
P799,H,998.82
P800,A,182.91
P800,B,188.4
P800,C,194.05
P800,D,199.87
P800,E,205.87
P800,F,212.05
P800,G,218.41
P800,H,224.96
P801,A,59.78
P801,B,61.57
P801,C,63.42
P801,D,65.32
P801,E,67.28
P801,F,69.3
P801,G,71.38
P801,H,73.52
P802,A,276.92
P802,B,285.23
P802,C,293.79
P802,D,302.6
P802,E,311.68
P802,F,321.03
P802,G,330.66
P802,H,340.58
P803,A,780.23
P803,B,803.64
P803,C,827.75
P803,D,852.58
P803,E,878.16
P803,F,904.5
P803,G,931.64
P803,H,959.59
P804,A,164.27
P804,B,169.2
P804,C,174.28
P804,D,179.51
P804,E,184.9
P804,F,190.45
P804,G,196.16
P804,H,202.04
P805,A,814.55
P805,B,838.99
P805,C,864.16
P805,D,890.08
P805,E,916.78
P805,F,944.28
P805,G,972.61
P805,H,1001.79
P806,A,567.63
P806,B,584.66
P806,C,602.2
P806,D,620.27
P806,E,638.88
P806,F,658.05
P806,G,677.79
P806,H,698.12
P807,A,192.65
P807,B,198.43
P807,C,204.38
P807,D,210.51
P807,E,216.83
P807,F,223.33
P807,G,230.03
P807,H,236.93
P808,A,564.93
P808,B,581.88
P808,C,599.34
P808,D,617.32
P808,E,635.84
P808,F,654.92
P808,G,674.57
P808,H,694.81
P809,A,611.02
P809,B,629.35
P809,C,648.23
P809,D,667.68
P809,E,687.71
P809,F,708.34
P809,G,729.59
P809,H,751.48
P810,A,925.66
P810,B,953.43
P810,C,982.03
P810,D,1011.49
P810,E,1041.83
P810,F,1073.08
P810,G,1105.27
P810,H,1138.43
P811,A,275.57
P811,B,283.84
P811,C,292.36
P811,D,301.13
P811,E,310.16
P811,F,319.46
P811,G,329.04
P811,H,338.91
P812,A,302.68
P812,B,311.76
P812,C,321.11
P812,D,330.74
P812,E,340.66
P812,F,350.88
P812,G,361.41
P812,H,372.25
P813,A,137.64
P813,B,141.77
P813,C,146.02
P813,D,150.4
P813,E,154.91
P813,F,159.56
P813,G,164.35
P813,H,169.28
P814,A,875.37
P814,B,901.63
P814,C,928.68
P814,D,956.54
P814,E,985.24
P814,F,1014.8
P814,G,1045.24
P814,H,1076.6
P815,A,323.95
P815,B,333.67
P815,C,343.68
P815,D,353.99
P815,E,364.61
P815,F,375.55
P815,G,386.82
P815,H,398.42
P816,A,804.49
P816,B,828.62
P816,C,853.48
P816,D,879.08
P816,E,905.45
P816,F,932.61
P816,G,960.59
P816,H,989.41
P817,A,504.54
P817,B,519.68
P817,C,535.27
P817,D,551.33
P817,E,567.87
P817,F,584.91
P817,G,602.46
P817,H,620.53
P818,A,209.51
P818,B,215.8
P818,C,222.27
P818,D,228.94
P818,E,235.81
P818,F,242.88
P818,G,250.17
P818,H,257.68
P819,A,317.34
P819,B,326.86
P819,C,336.67
P819,D,346.77
P819,E,357.17
P819,F,367.89
P819,G,378.93
P819,H,390.3
P820,A,880.73
P820,B,907.15
P820,C,934.36
P820,D,962.39
P820,E,991.26
P820,F,1021
P820,G,1051.63
P820,H,1083.18
P821,A,699.06
P821,B,720.03
P821,C,741.63
P821,D,763.88
P821,E,786.8
P821,F,810.4
P821,G,834.71
P821,H,859.75
P822,A,171.42
P822,B,176.56
P822,C,181.86
P822,D,187.32
P822,E,192.94
P822,F,198.73
P822,G,204.69
P822,H,210.83
P823,A,871.17
P823,B,897.31
P823,C,924.23
P823,D,951.96
P823,E,980.52
P823,F,1009.94
P823,G,1040.24
P823,H,1071.45
P824,A,735.74
P824,B,757.81
P824,C,780.54
P824,D,803.96
P824,E,828.08
P824,F,852.92
P824,G,878.51
P824,H,904.87
P825,A,251.81
P825,B,259.36
P825,C,267.14
P825,D,275.15
P825,E,283.4
P825,F,291.9
P825,G,300.66
P825,H,309.68
P826,A,452.46
P826,B,466.03
P826,C,480.01
P826,D,494.41
P826,E,509.24
P826,F,524.52
P826,G,540.26
P826,H,556.47
P827,A,922.32
P827,B,949.99
P827,C,978.49
P827,D,1007.84
P827,E,1038.08
P827,F,1069.22
P827,G,1101.3
P827,H,1134.34
P828,A,131.09
P828,B,135.02
P828,C,139.07
P828,D,143.24
P828,E,147.54
P828,F,151.97
P828,G,156.53
P828,H,161.23
P829,A,364.43
P829,B,375.36
P829,C,386.62
P829,D,398.22
P829,E,410.17
P829,F,422.48
P829,G,435.15
P829,H,448.2
P830,A,620.27
P830,B,638.88
P830,C,658.05
P830,D,677.79
P830,E,698.12
P830,F,719.06
P830,G,740.63
P830,H,762.85
P831,A,469.72
P831,B,483.81
P831,C,498.32
P831,D,513.27
P831,E,528.67
P831,F,544.53
P831,G,560.87
P831,H,577.7
P832,A,440.17
P832,B,453.38
P832,C,466.98
P832,D,480.99
P832,E,495.42
P832,F,510.28
P832,G,525.59
P832,H,541.36
P833,A,599.7
P833,B,617.69
P833,C,636.22
P833,D,655.31
P833,E,674.97
P833,F,695.22
P833,G,716.08
P833,H,737.56
P834,A,237.01
P834,B,244.12
P834,C,251.44
P834,D,258.98
P834,E,266.75
P834,F,274.75
P834,G,282.99
P834,H,291.48
P835,A,56.53
P835,B,58.23
P835,C,59.98
P835,D,61.78
P835,E,63.63
P835,F,65.54
P835,G,67.51
P835,H,69.54
P836,A,808.23
P836,B,832.48
P836,C,857.45
P836,D,883.17
P836,E,909.67
P836,F,936.96
P836,G,965.07
P836,H,994.02
P837,A,164.51
P837,B,169.45
P837,C,174.53
P837,D,179.77
P837,E,185.16
P837,F,190.71
P837,G,196.43
P837,H,202.32
P838,A,710.99
P838,B,732.32
P838,C,754.29
P838,D,776.92
P838,E,800.23
P838,F,824.24
P838,G,848.97
P838,H,874.44
P839,A,147.87
P839,B,152.31
P839,C,156.88
P839,D,161.59
P839,E,166.44
P839,F,171.43
P839,G,176.57
P839,H,181.87
P840,A,877.66
P840,B,903.99
P840,C,931.11
P840,D,959.04
P840,E,987.81
P840,F,1017.44
P840,G,1047.96
P840,H,1079.4
P841,A,984.18
P841,B,1013.71
P841,C,1044.12
P841,D,1075.44
P841,E,1107.7
P841,F,1140.93
P841,G,1175.16
P841,H,1210.41
P842,A,634.3
P842,B,653.33
P842,C,672.93
P842,D,693.12
P842,E,713.91
P842,F,735.33
P842,G,757.39
P842,H,780.11
P843,A,386.27
P843,B,397.86
P843,C,409.8
P843,D,422.09
P843,E,434.75
P843,F,447.79
P843,G,461.22
P843,H,475.06
P844,A,329.04
P844,B,338.91
P844,C,349.08
P844,D,359.55
P844,E,370.34
P844,F,381.45
P844,G,392.89
P844,H,404.68
P845,A,895.89
P845,B,922.77
P845,C,950.45
P845,D,978.96
P845,E,1008.33
P845,F,1038.58
P845,G,1069.74
P845,H,1101.83
P846,A,280.96
P846,B,289.39
P846,C,298.07
P846,D,307.01
P846,E,316.22
P846,F,325.71
P846,G,335.48
P846,H,345.54
P847,A,190.42
P847,B,196.13
P847,C,202.01
P847,D,208.07
P847,E,214.31
P847,F,220.74
P847,G,227.36
P847,H,234.18
P848,A,808.64
P848,B,832.9
P848,C,857.89
P848,D,883.63
P848,E,910.14
P848,F,937.44
P848,G,965.56
P848,H,994.53
P849,A,982.15
P849,B,1011.61
P849,C,1041.96
P849,D,1073.22
P849,E,1105.42
P849,F,1138.58
P849,G,1172.74
P849,H,1207.92
P850,A,215.61
P850,B,222.08
P850,C,228.74
P850,D,235.6
P850,E,242.67
P850,F,249.95
P850,G,257.45
P850,H,265.17
P851,A,988.46
P851,B,1018.11
P851,C,1048.65
P851,D,1080.11
P851,E,1112.51
P851,F,1145.89
P851,G,1180.27
P851,H,1215.68
P852,A,596.03
P852,B,613.91
P852,C,632.33
P852,D,651.3
P852,E,670.84
P852,F,690.97
P852,G,711.7
P852,H,733.05
P853,A,473.4
P853,B,487.6
P853,C,502.23
P853,D,517.3
P853,E,532.82
P853,F,548.8
P853,G,565.26
P853,H,582.22
P854,A,21.51
P854,B,22.16
P854,C,22.82
P854,D,23.5
P854,E,24.21
P854,F,24.94
P854,G,25.69
P854,H,26.46
P855,A,671.37
P855,B,691.51
P855,C,712.26
P855,D,733.63
P855,E,755.64
P855,F,778.31
P855,G,801.66
P855,H,825.71
P856,A,882.05
P856,B,908.51
P856,C,935.77
P856,D,963.84
P856,E,992.76
P856,F,1022.54
P856,G,1053.22
P856,H,1084.82
P857,A,651.87
P857,B,671.43
P857,C,691.57
P857,D,712.32
P857,E,733.69
P857,F,755.7
P857,G,778.37
P857,H,801.72
P858,A,948.72
P858,B,977.18
P858,C,1006.5
P858,D,1036.7
P858,E,1067.8
P858,F,1099.83
P858,G,1132.82
P858,H,1166.8
P859,A,949.72
P859,B,978.21
P859,C,1007.56
P859,D,1037.79
P859,E,1068.92
P859,F,1100.99
P859,G,1134.02
P859,H,1168.04
P860,A,546.64
P860,B,563.04
P860,C,579.93
P860,D,597.33
P860,E,615.25
P860,F,633.71
P860,G,652.72
P860,H,672.3
P861,A,38.77
P861,B,39.93
P861,C,41.13
P861,D,42.36
P861,E,43.63
P861,F,44.94
P861,G,46.29
P861,H,47.68
P862,A,722.66
P862,B,744.34
P862,C,766.67
P862,D,789.67
P862,E,813.36
P862,F,837.76
P862,G,862.89
P862,H,888.78
P863,A,179.24
P863,B,184.62
P863,C,190.16
P863,D,195.86
P863,E,201.74
P863,F,207.79
P863,G,214.02
P863,H,220.44
P864,A,467.33
P864,B,481.35
P864,C,495.79
P864,D,510.66
P864,E,525.98
P864,F,541.76
P864,G,558.01
P864,H,574.75
P865,A,506.74
P865,B,521.94
P865,C,537.6
P865,D,553.73
P865,E,570.34
P865,F,587.45
P865,G,605.07
P865,H,623.22
P866,A,919.84
P866,B,947.44
P866,C,975.86
P866,D,1005.14
P866,E,1035.29
P866,F,1066.35
P866,G,1098.34
P866,H,1131.29
P867,A,934.78
P867,B,962.82
P867,C,991.7
P867,D,1021.45
P867,E,1052.09
P867,F,1083.65
P867,G,1116.16
P867,H,1149.64
P868,A,264.1
P868,B,272.02
P868,C,280.18
P868,D,288.59
P868,E,297.25
P868,F,306.17
