Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency
L64,10100,A20,C35,B28,PCS,D,C03
L68,12181,A10,C33,B30,PCS,D,C03
L11,15688,A10,C33,B29,PCS,C,C07
L50,18357,A20,C31,B23,PCS,C,C01
L52,18779,A11,C30,B27,PCS,C,C03
L65,15299,A15,C36,B26,PCS,C,C08
L74,10797,A18,C33,B27,PCS,D,C07
L92,18288,A12,C39,B22,PCS,D,C07
L99,12476,A20,C31,B20,PCS,D,C09
L26,18747,A20,C34,B26,PCS,C,C03
L65,10211,A17,C33,B26,PCS,C,C03
L94,17040,A19,C37,B21,PCS,D,C10
L98,11265,A11,C39,B21,PCS,D,C01
L16,19596,A20,C35,B24,PCS,D,C07
L27,15349,A15,C36,B22,PCS,D,C05
L28,14197,A18,C38,B24,PCS,D,C06
L57,10304,A11,C36,B30,PCS,D,C02
L70,12648,A16,C39,B29,PCS,D,C09
L76,17966,A17,C32,B22,PCS,D,C04
L91,15081,A15,C36,B27,PCS,D,C04
L23,13193,A18,C40,B30,PCS,C,C06
L46,17042,A17,C37,B21,PCS,D,C09
L48,12665,A16,C32,B22,PCS,D,C10
L56,19039,A19,C34,B27,PCS,C,C03
L61,19616,A10,C38,B25,PCS,D,C05
L62,14286,A17,C35,B21,PCS,D,C04
L76,16468,A20,C37,B30,PCS,D,C08
L79,16818,A10,C40,B24,PCS,D,C03
L84,15382,A16,C40,B20,PCS,C,C04
L31,18737,A12,C34,B27,PCS,D,C10
L43,12265,A14,C30,B29,PCS,D,C02
L63,12009,A13,C37,B24,PCS,D,C01
L80,13553,A14,C38,B29,PCS,D,C08
L89,12158,A14,C35,B20,PCS,D,C03
L99,11097,A16,C38,B23,PCS,C,C03
L25,10719,A20,C35,B22,PCS,C,C05
L26,16461,A11,C32,B30,PCS,C,C06
L29,12269,A17,C31,B26,PCS,D,C01
L56,17606,A17,C34,B25,PCS,C,C08
L58,17959,A10,C30,B21,PCS,C,C06
L70,18068,A13,C34,B27,PCS,D,C02
L71,19027,A19,C35,B23,PCS,C,C09
L71,18035,A18,C30,B20,PCS,D,C09
L86,16367,A19,C35,B28,PCS,D,C03
L95,18243,A15,C36,B22,PCS,D,C09
L36,18265,A14,C32,B29,PCS,C,C05
L72,12624,A12,C34,B27,PCS,C,C06
L78,19291,A11,C33,B24,PCS,C,C05
L80,11401,A19,C38,B25,PCS,D,C10
L81,19681,A17,C40,B26,PCS,D,C03
L21,12820,A13,C39,B30,PCS,D,C08
L58,18399,A11,C34,B24,PCS,D,C06
L70,13292,A14,C37,B29,PCS,D,C02
L71,14698,A13,C36,B22,PCS,C,C07
L14,13366,A17,C38,B30,PCS,C,C08
L15,19689,A14,C35,B25,PCS,C,C03
L21,16643,A20,C38,B28,PCS,C,C08
L47,13842,A15,C35,B28,PCS,D,C04
L49,11037,A14,C39,B24,PCS,D,C01
L60,14804,A13,C39,B22,PCS,D,C04
L67,10971,A16,C39,B22,PCS,C,C01
L70,14337,A10,C35,B22,PCS,D,C02
L71,15806,A18,C31,B30,PCS,D,C05
L12,12347,A16,C37,B29,PCS,D,C05
L21,13352,A16,C40,B26,PCS,C,C09
L57,16862,A11,C31,B29,PCS,C,C07
L82,17817,A13,C37,B23,PCS,D,C01
L10,19441,A16,C33,B28,PCS,D,C04
L22,18822,A15,C30,B22,PCS,C,C09
L37,19341,A10,C36,B27,PCS,D,C09
L45,18469,A16,C39,B25,PCS,D,C01
L48,13911,A16,C39,B22,PCS,D,C06
L61,14944,A15,C36,B23,PCS,D,C04
L63,17788,A16,C30,B25,PCS,C,C09
L81,10065,A14,C39,B23,PCS,D,C03
L88,11040,A13,C33,B24,PCS,D,C08
L89,16754,A17,C36,B20,PCS,C,C09
L17,12804,A18,C30,B25,PCS,C,C09
L18,14953,A10,C32,B27,PCS,D,C04
L31,10016,A19,C35,B20,PCS,C,C08
L40,14739,A19,C35,B28,PCS,C,C07
L46,15483,A16,C32,B23,PCS,C,C04
L46,11919,A13,C35,B28,PCS,D,C09
L48,14408,A15,C37,B29,PCS,D,C03
L63,15274,A11,C37,B23,PCS,C,C03
L74,18259,A19,C32,B28,PCS,D,C09
L98,11357,A12,C35,B25,PCS,D,C01
L17,14562,A16,C30,B20,PCS,C,C09
L28,11885,A17,C31,B21,PCS,D,C02
L30,10754,A10,C33,B26,PCS,C,C08
L30,18689,A17,C31,B22,PCS,C,C07
L50,12218,A11,C38,B29,PCS,D,C01
L58,13252,A16,C30,B21,PCS,C,C03
L61,13116,A15,C32,B22,PCS,C,C05
L84,19554,A12,C31,B22,PCS,D,C05
L98,17508,A13,C40,B30,PCS,D,C01
L10,11353,A15,C32,B23,PCS,D,C01
L11,16651,A16,C36,B27,PCS,D,C02
L12,15119,A20,C38,B23,PCS,D,C03
L12,15658,A16,C35,B25,PCS,C,C06
L23,15411,A18,C35,B30,PCS,C,C09
L30,10547,A20,C37,B20,PCS,C,C01
L35,12076,A12,C34,B21,PCS,C,C06
L36,18282,A14,C36,B30,PCS,C,C06
L37,17840,A10,C36,B27,PCS,D,C08
L38,12859,A10,C39,B22,PCS,D,C07
L68,10470,A12,C40,B24,PCS,C,C06
L85,12523,A15,C33,B20,PCS,C,C07
L96,12513,A13,C34,B23,PCS,D,C09
L31,18505,A16,C34,B20,PCS,C,C10
L49,15018,A11,C40,B22,PCS,D,C10
L51,10204,A11,C33,B30,PCS,D,C09
L52,11464,A15,C30,B23,PCS,C,C05
L57,12270,A13,C37,B26,PCS,D,C03
L69,12958,A15,C36,B22,PCS,C,C05
L83,16327,A14,C38,B25,PCS,D,C02
L18,18707,A11,C33,B22,PCS,C,C03
L17,12908,A20,C37,B24,PCS,D,C04
L32,14514,A19,C31,B22,PCS,C,C07
L38,12850,A17,C33,B20,PCS,C,C02
L60,11538,A17,C38,B30,PCS,D,C05
L65,19780,A14,C30,B26,PCS,D,C06
L71,10883,A18,C36,B30,PCS,C,C04
L69,13811,A12,C38,B21,PCS,C,C09
L83,11481,A10,C37,B30,PCS,D,C02
L85,18157,A20,C33,B26,PCS,C,C08
L88,10144,A13,C35,B30,PCS,C,C01
L13,17494,A11,C39,B23,PCS,C,C04
L14,12548,A16,C30,B25,PCS,D,C01
L15,11543,A20,C31,B27,PCS,C,C05
L18,10318,A16,C36,B25,PCS,D,C04
L61,12245,A16,C32,B30,PCS,C,C06
L70,18262,A17,C32,B22,PCS,C,C02
L77,10867,A17,C35,B27,PCS,D,C06
L81,10420,A14,C39,B23,PCS,D,C02
L93,18076,A15,C34,B24,PCS,D,C02
L96,16096,A11,C40,B21,PCS,C,C04
L98,15827,A14,C38,B29,PCS,D,C10
L14,11868,A10,C35,B22,PCS,C,C03
L18,12114,A20,C32,B26,PCS,C,C03
L30,17026,A10,C39,B21,PCS,D,C05
L31,15354,A13,C38,B30,PCS,D,C02
L32,15116,A15,C36,B26,PCS,D,C06
L48,12684,A10,C38,B22,PCS,C,C01
L78,17102,A11,C38,B25,PCS,C,C08
L97,12248,A20,C37,B24,PCS,C,C03
L55,11982,A11,C31,B22,PCS,D,C10
L78,16504,A13,C39,B24,PCS,C,C10
L99,11571,A13,C32,B29,PCS,C,C01
L19,14770,A13,C32,B21,PCS,D,C06
L42,17862,A14,C38,B29,PCS,C,C01
L58,15016,A12,C33,B25,PCS,D,C04
L73,12534,A20,C32,B24,PCS,C,C04
L79,17798,A17,C33,B20,PCS,D,C02
L83,15585,A12,C30,B28,PCS,D,C09
L84,16690,A14,C40,B23,PCS,D,C02
L88,14989,A18,C39,B26,PCS,C,C06
L11,12348,A15,C31,B20,PCS,C,C08
L56,17783,A19,C30,B25,PCS,D,C06
L64,16874,A20,C40,B30,PCS,C,C03
L83,17311,A19,C34,B23,PCS,D,C09
L88,10696,A15,C39,B24,PCS,D,C09
L23,18924,A14,C39,B26,PCS,D,C08
L48,19149,A13,C40,B29,PCS,C,C07
L55,10117,A14,C38,B23,PCS,C,C01
L60,10581,A20,C33,B24,PCS,D,C01
L65,15646,A14,C36,B20,PCS,C,C09
L79,19375,A13,C31,B22,PCS,D,C03
L95,16543,A16,C40,B22,PCS,D,C10
L43,16814,A12,C33,B26,PCS,C,C01
L44,17271,A14,C34,B21,PCS,C,C10
L60,17950,A15,C36,B28,PCS,C,C04
L69,11360,A11,C36,B30,PCS,C,C02
L70,14152,A19,C37,B27,PCS,D,C07
L75,19147,A17,C35,B30,PCS,C,C08
L93,17999,A13,C31,B27,PCS,D,C07
L99,12103,A14,C35,B23,PCS,D,C03
L97,19340,A19,C35,B30,PCS,D,C10
L23,18985,A13,C37,B22,PCS,C,C07
L29,17721,A17,C36,B30,PCS,C,C08
L35,17536,A17,C40,B25,PCS,D,C01
L36,17291,A20,C31,B22,PCS,D,C06
L60,17233,A18,C31,B30,PCS,C,C01
L60,18350,A15,C32,B26,PCS,C,C10
L66,19153,A10,C31,B21,PCS,D,C03
L67,14334,A12,C34,B22,PCS,D,C05
L86,19144,A19,C39,B30,PCS,C,C05
L32,12670,A17,C37,B27,PCS,C,C10
L45,14967,A16,C32,B20,PCS,C,C07
L47,13809,A18,C40,B26,PCS,C,C04
L49,14603,A20,C34,B24,PCS,D,C03
L58,14603,A13,C34,B21,PCS,C,C10
L64,13343,A13,C31,B22,PCS,C,C05
L68,10251,A16,C38,B20,PCS,D,C08
L78,12947,A11,C32,B21,PCS,D,C05
L84,13900,A10,C37,B28,PCS,C,C08
L87,10985,A19,C31,B28,PCS,D,C07
L98,13943,A14,C37,B24,PCS,D,C09
L13,15228,A10,C38,B22,PCS,D,C05
L38,10103,A17,C36,B21,PCS,C,C08
L44,10389,A10,C33,B23,PCS,D,C10
L51,13103,A18,C40,B24,PCS,C,C09
L52,13698,A17,C38,B29,PCS,C,C03
L57,19699,A11,C38,B26,PCS,D,C01
L63,10549,A12,C40,B29,PCS,C,C05
L74,10303,A14,C31,B25,PCS,C,C10
L84,19539,A20,C34,B27,PCS,D,C04
L90,16592,A18,C38,B30,PCS,D,C07
L91,16468,A14,C39,B26,PCS,D,C08
L97,10550,A13,C37,B27,PCS,D,C07
L18,14221,A19,C31,B30,PCS,C,C01
L47,13063,A13,C34,B23,PCS,C,C04
L60,12132,A12,C34,B27,PCS,D,C04
L67,10748,A15,C36,B21,PCS,C,C07
L73,15045,A12,C40,B23,PCS,D,C03
L75,13898,A20,C38,B20,PCS,D,C04
L80,17363,A18,C30,B26,PCS,C,C04
L93,11786,A16,C30,B20,PCS,C,C10
L40,10783,A19,C40,B29,PCS,D,C03
L43,19530,A11,C37,B21,PCS,C,C04
L51,12868,A20,C33,B24,PCS,D,C09
L54,11993,A15,C33,B21,PCS,C,C10
L68,19816,A16,C38,B24,PCS,C,C05
L69,13219,A17,C32,B21,PCS,C,C09
L76,13033,A11,C39,B29,PCS,D,C10
L86,19144,A16,C32,B30,PCS,D,C08
L88,11926,A20,C34,B28,PCS,C,C02
L11,18123,A17,C32,B30,PCS,D,C02
L14,17727,A13,C38,B25,PCS,C,C09
L17,18219,A11,C37,B27,PCS,C,C05
L42,17681,A12,C31,B21,PCS,C,C01
L49,13089,A18,C33,B28,PCS,C,C05
L56,12145,A16,C33,B27,PCS,C,C02
L57,10596,A11,C35,B26,PCS,C,C04
L60,11852,A19,C40,B26,PCS,C,C08
L65,13748,A20,C39,B27,PCS,C,C09
L82,16094,A15,C37,B26,PCS,C,C10
L92,18012,A10,C38,B24,PCS,C,C03
L99,18023,A18,C35,B30,PCS,C,C07
L15,10259,A20,C39,B30,PCS,D,C01
L17,13099,A14,C36,B28,PCS,C,C01
L36,18674,A19,C32,B27,PCS,D,C01
L36,17745,A11,C39,B24,PCS,C,C10
L82,15219,A13,C32,B26,PCS,D,C03
L88,17712,A17,C36,B29,PCS,C,C09
L35,15550,A13,C30,B26,PCS,D,C06
L43,15297,A13,C36,B21,PCS,D,C10
L54,15951,A18,C30,B29,PCS,C,C10
L56,19830,A18,C37,B24,PCS,C,C01
L63,16324,A11,C37,B21,PCS,C,C07
L86,19650,A19,C31,B20,PCS,D,C04
L14,19211,A17,C35,B28,PCS,C,C05
L25,12209,A19,C30,B24,PCS,D,C01
L75,14457,A11,C39,B22,PCS,C,C09
L71,16882,A11,C31,B29,PCS,D,C01
L74,11149,A10,C37,B24,PCS,C,C05
L83,17414,A11,C30,B28,PCS,D,C04
L29,12527,A14,C30,B21,PCS,C,C05
L43,17171,A19,C40,B28,PCS,D,C03
L44,15489,A10,C32,B27,PCS,C,C07
L57,18008,A16,C40,B22,PCS,C,C09
L69,16388,A19,C33,B30,PCS,D,C04
L71,15424,A10,C37,B28,PCS,D,C06
L82,16135,A20,C34,B24,PCS,C,C01
L85,16161,A14,C30,B26,PCS,C,C09
L45,17465,A17,C32,B27,PCS,C,C07
L52,17164,A17,C40,B20,PCS,C,C03
L10,13526,A14,C30,B23,PCS,D,C05
L16,12792,A10,C35,B24,PCS,C,C05
L19,15999,A17,C34,B27,PCS,D,C10
L20,15138,A18,C31,B20,PCS,C,C06
L62,11009,A13,C39,B30,PCS,D,C01
L66,19402,A14,C33,B25,PCS,C,C09
L72,13814,A20,C31,B22,PCS,C,C04
L93,19501,A18,C30,B30,PCS,D,C10
L94,16861,A19,C38,B22,PCS,C,C10
L46,17357,A18,C32,B21,PCS,C,C01
L81,15943,A18,C34,B20,PCS,C,C08
L24,16479,A11,C36,B28,PCS,D,C06
L26,19400,A17,C40,B29,PCS,D,C01
L26,15097,A19,C37,B24,PCS,D,C02
L32,19092,A20,C33,B20,PCS,C,C05
L49,11623,A15,C30,B30,PCS,C,C04
L62,11936,A12,C35,B29,PCS,D,C09
L75,15007,A13,C37,B24,PCS,C,C02
L94,11944,A11,C39,B29,PCS,D,C04
L97,16602,A13,C30,B28,PCS,C,C05
L15,13027,A13,C31,B24,PCS,C,C03
L34,13030,A18,C31,B21,PCS,D,C04
L39,14968,A14,C32,B23,PCS,C,C06
L42,12618,A18,C34,B24,PCS,C,C08
L53,12927,A11,C33,B27,PCS,D,C03
L71,18467,A20,C32,B21,PCS,C,C04
L81,14418,A18,C39,B22,PCS,D,C04
L85,11251,A12,C39,B26,PCS,C,C09
L38,15232,A16,C38,B24,PCS,C,C10
L48,16699,A20,C32,B28,PCS,D,C01
L57,14994,A11,C39,B21,PCS,C,C02
L65,17540,A14,C40,B29,PCS,D,C06
L70,14045,A12,C30,B27,PCS,C,C07
L24,17994,A16,C35,B30,PCS,D,C07
L41,11156,A14,C37,B28,PCS,C,C08
L75,11227,A10,C36,B22,PCS,D,C01
L77,10534,A15,C38,B30,PCS,C,C10
L79,11463,A18,C37,B28,PCS,C,C01
L13,13014,A14,C32,B21,PCS,C,C05
L17,18794,A10,C36,B29,PCS,C,C09
L22,17768,A11,C39,B25,PCS,D,C01
L24,16843,A10,C37,B27,PCS,C,C02
L28,14213,A15,C30,B24,PCS,D,C03
L29,10207,A17,C31,B20,PCS,D,C09
L61,12023,A10,C32,B23,PCS,C,C10
L76,18281,A19,C40,B28,PCS,C,C01
L91,12680,A13,C30,B22,PCS,D,C09
L92,17597,A13,C39,B28,PCS,D,C01
L99,14477,A11,C36,B26,PCS,D,C01
L17,13051,A10,C39,B23,PCS,C,C03
L18,14990,A13,C38,B20,PCS,D,C06
L23,12524,A20,C40,B27,PCS,C,C09
L36,19880,A19,C31,B30,PCS,C,C02
L83,14207,A17,C30,B28,PCS,D,C01
L88,12546,A14,C35,B25,PCS,D,C09
L92,12752,A15,C39,B21,PCS,C,C04
L16,16365,A19,C34,B26,PCS,C,C08
L21,11635,A11,C34,B20,PCS,C,C01
L25,14367,A19,C38,B30,PCS,D,C03
L30,16040,A11,C31,B25,PCS,C,C01
L36,17422,A11,C31,B28,PCS,C,C07
L48,17879,A12,C35,B24,PCS,C,C05
L52,13132,A10,C37,B20,PCS,D,C09
L65,12228,A20,C33,B21,PCS,D,C07
L67,10354,A20,C35,B28,PCS,D,C03
L91,15433,A19,C30,B25,PCS,D,C05
L93,11036,A14,C36,B20,PCS,D,C02
L94,12249,A11,C33,B23,PCS,D,C03
L94,10034,A12,C34,B20,PCS,D,C09
L14,14348,A10,C35,B25,PCS,D,C02
L41,10815,A10,C31,B29,PCS,C,C08
L75,13574,A18,C30,B26,PCS,C,C09
L80,13136,A19,C38,B25,PCS,C,C07
L80,17270,A10,C36,B26,PCS,C,C04
L91,12062,A18,C39,B26,PCS,C,C02
L99,17914,A11,C37,B27,PCS,D,C05
L10,11522,A15,C34,B27,PCS,D,C07
L16,16528,A16,C40,B28,PCS,C,C08
L38,13894,A18,C40,B23,PCS,D,C07
L48,19688,A13,C30,B28,PCS,C,C01
L52,14754,A13,C34,B21,PCS,C,C04
L65,13218,A20,C39,B23,PCS,C,C04
L78,15794,A19,C39,B20,PCS,C,C10
L93,14735,A10,C33,B29,PCS,C,C08
L26,17284,A17,C36,B20,PCS,D,C10
L34,10611,A14,C31,B21,PCS,C,C04
L50,16621,A19,C31,B26,PCS,D,C04
L82,15087,A17,C35,B29,PCS,C,C10
L83,15206,A13,C39,B21,PCS,D,C10
L88,10216,A16,C32,B29,PCS,C,C02
L91,12274,A17,C39,B20,PCS,D,C03
L96,15418,A12,C35,B22,PCS,D,C03
L98,15846,A14,C35,B29,PCS,C,C02
L12,16748,A19,C30,B28,PCS,D,C07
L17,15837,A11,C36,B23,PCS,C,C08
L33,18933,A14,C34,B29,PCS,C,C10
L53,17542,A19,C34,B29,PCS,D,C05
L83,17625,A19,C40,B27,PCS,C,C02
L20,19537,A20,C35,B28,PCS,D,C08
L36,13147,A10,C30,B29,PCS,C,C05
L46,14539,A11,C32,B26,PCS,C,C10
L48,12414,A20,C30,B25,PCS,C,C06
L71,12067,A17,C34,B29,PCS,D,C05
L77,15296,A12,C35,B22,PCS,D,C05
L85,13664,A13,C38,B25,PCS,C,C07
L85,14363,A17,C39,B21,PCS,D,C08
L30,19413,A14,C35,B23,PCS,D,C04
L32,19366,A19,C30,B20,PCS,C,C07
L44,12041,A16,C33,B23,PCS,D,C05
L56,14244,A15,C37,B22,PCS,C,C02
L73,19832,A12,C38,B30,PCS,C,C05
L82,16908,A10,C39,B20,PCS,D,C10
L82,10638,A18,C34,B22,PCS,C,C10
L90,16897,A12,C39,B27,PCS,D,C09
L13,10774,A16,C34,B26,PCS,D,C06
L23,12220,A18,C31,B21,PCS,C,C08
L25,17790,A16,C40,B23,PCS,D,C02
L28,10948,A10,C35,B29,PCS,D,C03
L32,12595,A14,C33,B28,PCS,D,C04
L32,19281,A20,C39,B25,PCS,C,C09
L33,15034,A17,C37,B20,PCS,D,C04
L36,15146,A16,C33,B22,PCS,D,C03
L37,17843,A20,C33,B24,PCS,D,C05
L44,13168,A15,C36,B22,PCS,C,C04
L69,18721,A16,C30,B21,PCS,C,C08
L84,19277,A19,C32,B22,PCS,C,C07
L95,15433,A20,C30,B22,PCS,C,C05
L99,13144,A12,C36,B22,PCS,C,C02
L34,15979,A15,C35,B25,PCS,C,C04
L60,16670,A11,C36,B26,PCS,D,C09
L60,12722,A20,C38,B22,PCS,D,C08
L62,14448,A16,C30,B24,PCS,D,C02
L70,13556,A13,C36,B27,PCS,D,C05
L81,16050,A17,C40,B27,PCS,D,C05
L93,14685,A13,C35,B28,PCS,C,C05
L11,11232,A20,C38,B20,PCS,D,C07
L23,18080,A19,C30,B27,PCS,D,C09
L49,14360,A13,C32,B26,PCS,D,C02
L59,14890,A19,C32,B26,PCS,D,C05
L65,13257,A12,C40,B24,PCS,C,C09
L68,14250,A11,C39,B28,PCS,D,C08
L72,19276,A17,C40,B29,PCS,D,C05
L78,10013,A19,C40,B30,PCS,C,C07
L82,15404,A10,C31,B26,PCS,C,C07
L88,12008,A16,C31,B26,PCS,D,C06
L21,19804,A17,C39,B24,PCS,D,C05
L56,18078,A10,C30,B25,PCS,D,C07
L60,16651,A13,C34,B21,PCS,D,C08
L60,10399,A13,C37,B23,PCS,C,C03
L69,10229,A19,C35,B23,PCS,C,C08
L82,19840,A18,C31,B28,PCS,D,C09
L88,13476,A19,C33,B23,PCS,C,C02
L94,17945,A18,C40,B29,PCS,C,C09
L96,15107,A17,C36,B23,PCS,D,C07
L98,15858,A14,C37,B20,PCS,D,C07
L10,13398,A14,C33,B29,PCS,D,C08
L34,15071,A13,C35,B23,PCS,C,C01
L36,10221,A19,C34,B24,PCS,D,C03
L52,10298,A15,C37,B20,PCS,D,C05
L53,10393,A10,C34,B30,PCS,D,C09
L60,13047,A13,C32,B21,PCS,C,C04
L65,11377,A18,C38,B22,PCS,D,C04
L65,10429,A14,C30,B28,PCS,D,C09
L69,15773,A14,C32,B29,PCS,C,C09
L77,15531,A11,C35,B27,PCS,D,C06
L93,16583,A17,C33,B23,PCS,D,C07
L33,10932,A12,C31,B27,PCS,C,C03
L46,10512,A10,C33,B27,PCS,C,C03
L49,18957,A14,C30,B30,PCS,D,C07
L51,11303,A19,C34,B27,PCS,D,C09
L63,16938,A19,C32,B26,PCS,D,C10
L73,10572,A16,C37,B26,PCS,D,C04
L85,17135,A12,C33,B27,PCS,D,C08
L86,16491,A18,C34,B21,PCS,C,C03
L90,16481,A15,C37,B27,PCS,D,C06
L26,10555,A17,C38,B22,PCS,D,C10
L46,16291,A13,C31,B21,PCS,C,C03
L47,11816,A19,C39,B27,PCS,D,C04
L63,16639,A12,C31,B23,PCS,D,C07
L82,14974,A19,C32,B23,PCS,D,C10
L82,11667,A20,C35,B24,PCS,D,C06
L23,15135,A19,C34,B30,PCS,D,C08
L35,13941,A11,C34,B20,PCS,C,C04
L48,13589,A11,C36,B22,PCS,C,C08
L51,16301,A16,C30,B27,PCS,C,C03
L52,15830,A18,C35,B28,PCS,D,C06
L67,12722,A13,C36,B24,PCS,D,C10
L68,19256,A17,C39,B24,PCS,D,C02
L72,11865,A18,C34,B21,PCS,D,C10
L76,14190,A11,C39,B20,PCS,D,C09
L88,13050,A12,C40,B27,PCS,D,C03
L22,13545,A15,C30,B30,PCS,C,C10
L35,19172,A18,C30,B30,PCS,C,C07
L39,12415,A12,C36,B25,PCS,C,C08
L47,19921,A15,C39,B23,PCS,C,C08
L63,17944,A13,C39,B21,PCS,C,C06
L75,14172,A11,C36,B30,PCS,D,C08
L86,14955,A17,C38,B25,PCS,C,C09
L86,10759,A10,C34,B27,PCS,C,C03
L27,14979,A12,C34,B27,PCS,D,C10
L48,10114,A13,C40,B22,PCS,D,C03
L53,12653,A16,C30,B26,PCS,D,C10
L73,16532,A11,C37,B20,PCS,D,C03
L91,10032,A14,C36,B28,PCS,D,C07
L16,16344,A17,C38,B28,PCS,C,C10
L49,15064,A12,C38,B27,PCS,D,C01
L70,19152,A16,C34,B21,PCS,C,C02
L89,17527,A14,C36,B23,PCS,C,C03
L94,13984,A11,C40,B25,PCS,D,C08
L97,17805,A11,C37,B22,PCS,D,C06
L58,12062,A10,C35,B26,PCS,C,C03
L11,10850,A18,C31,B21,PCS,D,C02
L52,11948,A13,C39,B22,PCS,D,C07
L58,17115,A17,C39,B22,PCS,D,C05
L61,17575,A12,C40,B23,PCS,D,C09
L63,11636,A12,C30,B23,PCS,D,C05
L79,16563,A17,C32,B27,PCS,C,C04
L93,11951,A16,C38,B23,PCS,C,C07
L17,17829,A20,C37,B20,PCS,C,C05
L24,10649,A10,C35,B27,PCS,C,C02
L36,10654,A13,C31,B25,PCS,C,C03
L40,15406,A15,C32,B20,PCS,C,C08
L34,11281,A18,C37,B25,PCS,C,C02
L21,15381,A16,C32,B25,PCS,D,C07
L50,14670,A18,C32,B29,PCS,C,C03
L78,16527,A17,C40,B22,PCS,D,C05
L88,17635,A12,C40,B23,PCS,C,C07
L16,17190,A11,C32,B24,PCS,D,C01
L26,12000,A20,C33,B22,PCS,C,C03
L58,19919,A19,C38,B30,PCS,D,C10
L60,18553,A18,C32,B29,PCS,C,C07
L62,12244,A20,C33,B21,PCS,D,C10
L85,16340,A15,C32,B25,PCS,D,C05
L22,19194,A13,C32,B29,PCS,D,C04
L24,19893,A12,C36,B25,PCS,D,C07
L25,11187,A12,C37,B30,PCS,C,C01
L41,14718,A15,C33,B23,PCS,D,C06
L48,19122,A11,C34,B27,PCS,C,C10
L71,16306,A19,C30,B25,PCS,D,C07
L79,10926,A14,C32,B25,PCS,D,C02
L18,11558,A13,C36,B24,PCS,D,C06
L21,14841,A20,C31,B28,PCS,C,C03
L34,19645,A15,C39,B26,PCS,D,C01
L59,15851,A11,C40,B20,PCS,C,C10
L70,13283,A15,C31,B30,PCS,D,C07
L77,16511,A11,C33,B28,PCS,D,C01
L78,19192,A20,C32,B29,PCS,C,C10
L83,12049,A17,C30,B26,PCS,D,C04
L18,16266,A15,C35,B25,PCS,D,C02
L19,13025,A19,C34,B27,PCS,D,C01
L24,18980,A14,C33,B20,PCS,D,C01
L24,17994,A10,C31,B21,PCS,C,C03
L39,18155,A11,C40,B25,PCS,C,C04
L43,10652,A14,C38,B25,PCS,D,C09
L86,10646,A13,C37,B20,PCS,D,C05
L45,11868,A18,C35,B23,PCS,C,C01
L55,17349,A17,C32,B23,PCS,C,C04
L65,16852,A13,C35,B20,PCS,D,C03
L83,10323,A16,C34,B26,PCS,C,C05
L84,18327,A16,C37,B29,PCS,C,C01
L88,18590,A20,C39,B22,PCS,C,C07
L96,13303,A20,C31,B21,PCS,D,C07
L39,18290,A19,C31,B21,PCS,D,C09
L41,12707,A16,C37,B23,PCS,C,C06
L42,13573,A19,C38,B22,PCS,C,C09
L62,10875,A20,C34,B22,PCS,C,C08
L11,11071,A20,C40,B24,PCS,C,C06
L34,17802,A13,C36,B28,PCS,D,C10
L58,16106,A20,C33,B22,PCS,D,C06
L69,15187,A12,C37,B26,PCS,D,C05
L71,14895,A13,C34,B23,PCS,D,C03
L73,11356,A12,C30,B30,PCS,D,C10
L95,11147,A18,C30,B21,PCS,D,C06
L97,16684,A12,C34,B26,PCS,D,C04
L10,12556,A13,C35,B20,PCS,C,C05
L11,15976,A19,C31,B24,PCS,C,C03
L24,16365,A11,C37,B26,PCS,D,C06
L28,12089,A13,C38,B26,PCS,D,C07
L61,13516,A12,C39,B28,PCS,D,C10
L62,11651,A19,C33,B21,PCS,C,C01
L73,11133,A10,C34,B28,PCS,C,C07
L11,19382,A10,C40,B23,PCS,D,C01
L53,16431,A20,C35,B22,PCS,D,C09
L80,19867,A12,C38,B26,PCS,D,C01
L90,11543,A14,C38,B27,PCS,C,C01
L93,17450,A10,C31,B23,PCS,C,C05
L96,15329,A12,C36,B24,PCS,D,C02
L98,12658,A13,C40,B30,PCS,C,C09
L11,16380,A18,C30,B29,PCS,C,C07
L19,12477,A19,C34,B29,PCS,C,C09
L66,18140,A11,C30,B27,PCS,D,C07
L77,18212,A14,C35,B29,PCS,C,C10
L83,17256,A18,C36,B26,PCS,D,C08
L96,17056,A10,C35,B26,PCS,C,C05
L43,19672,A15,C32,B22,PCS,D,C09
L45,18695,A17,C34,B20,PCS,C,C05
L51,12861,A10,C37,B28,PCS,C,C05
L74,16484,A20,C38,B21,PCS,C,C03
L82,16657,A16,C39,B27,PCS,D,C04
L94,17438,A16,C38,B22,PCS,C,C01
L22,11740,A12,C30,B22,PCS,D,C04
L64,13539,A19,C38,B25,PCS,C,C10
L71,10211,A14,C40,B30,PCS,D,C03
L97,12867,A16,C40,B28,PCS,C,C10
L10,18784,A12,C33,B28,PCS,C,C05
L40,18238,A13,C38,B29,PCS,D,C05
L74,13590,A17,C38,B20,PCS,D,C04
L75,14209,A16,C33,B22,PCS,D,C10
L82,16081,A15,C38,B27,PCS,C,C06
L85,10894,A20,C38,B26,PCS,D,C08
L30,14849,A15,C30,B25,PCS,C,C08
L33,17390,A11,C38,B26,PCS,D,C06
L53,10452,A17,C33,B27,PCS,C,C06
L67,19674,A16,C36,B22,PCS,C,C09
