Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency,Quantity(Count),Quantity(Max),Quantity(Min),Quantity(Sum)
L54,19008,A14,C37,B25,PCS,D,C03,2,922,107,1029
L57,18692,A19,C38,B29,PCS,C,C01,1,632,632,632
L73,18804,A10,C37,B25,PCS,C,C02,2,500,47,547
L81,13935,A18,C35,B28,PCS,D,C08,1,596,596,596
L82,14801,A18,C40,B23,PCS,D,C03,1,319,319,319
L93,17499,A14,C36,B28,PCS,C,C03,2,346,112,458
L34,10994,A11,C30,B26,PCS,D,C05,2,770,303,1073
L34,10502,A11,C32,B26,PCS,D,C05,1,853,853,853
L39,15717,A20,C30,B22,PCS,C,C05,2,767,319,1086
L51,12575,A13,C38,B22,PCS,C,C05,1,393,393,393
L74,14342,A19,C38,B29,PCS,C,C06,1,160,160,160
L85,15830,A13,C30,B24,PCS,C,C04,2,383,123,506
L20,16422,A10,C32,B21,PCS,D,C08,1,406,406,406
L20,10683,A17,C39,B26,PCS,D,C04,2,376,54,430
L23,18427,A12,C38,B28,PCS,C,C02,1,80,80,80
L29,16065,A14,C33,B28,PCS,C,C10,4,922,268,2582
L78,12729,A13,C35,B24,PCS,D,C08,1,551,551,551
L91,15548,A12,C38,B23,PCS,C,C10,3,687,118,1119
L11,14762,A17,C32,B29,PCS,D,C01,1,803,803,803
L24,19003,A17,C32,B22,PCS,D,C05,1,361,361,361
L22,17857,A14,C40,B24,PCS,D,C01,2,849,247,1096
L23,18816,A15,C36,B25,PCS,D,C08,2,127,104,231
L44,12123,A19,C32,B23,PCS,C,C07,3,742,19,1343
L59,12653,A17,C37,B27,PCS,D,C03,1,488,488,488
L60,10840,A18,C38,B29,PCS,D,C10,1,596,596,596
L64,17583,A19,C40,B29,PCS,C,C04,1,851,851,851
L76,15296,A14,C38,B20,PCS,C,C10,1,716,716,716
L73,14685,A15,C40,B27,PCS,D,C05,1,986,986,986
L85,11217,A12,C38,B30,PCS,D,C01,1,545,545,545
L87,19255,A10,C32,B24,PCS,C,C04,1,518,518,518
L48,15863,A10,C37,B21,PCS,D,C10,2,637,132,769
L17,18977,A11,C36,B23,PCS,C,C07,1,242,242,242
L29,11588,A13,C39,B27,PCS,C,C06,1,216,216,216
L57,17537,A14,C38,B26,PCS,C,C02,4,913,380,2757
L77,12574,A15,C32,B30,PCS,C,C04,1,544,544,544
L19,15042,A11,C39,B25,PCS,D,C07,1,303,303,303
L27,11927,A20,C33,B28,PCS,C,C09,1,270,270,270
L32,13113,A13,C32,B30,PCS,D,C09,1,665,665,665
L44,14260,A11,C35,B20,PCS,D,C10,2,652,128,780
L46,11552,A19,C31,B20,PCS,D,C05,3,374,51,645
L48,17117,A12,C40,B21,PCS,C,C08,1,962,962,962
L58,14674,A16,C40,B25,PCS,C,C07,2,146,124,270
L73,10864,A12,C39,B30,PCS,D,C03,4,971,298,2708
L87,18277,A12,C39,B24,PCS,C,C10,2,315,108,423
L44,17927,A13,C38,B21,PCS,C,C09,1,125,125,125
L47,16483,A13,C39,B26,PCS,C,C09,3,867,80,1287
L61,10873,A20,C36,B20,PCS,C,C08,1,24,24,24
L86,19588,A16,C37,B20,PCS,D,C04,2,559,147,706
L98,15459,A18,C37,B20,PCS,D,C10,2,704,671,1375
L35,12555,A12,C32,B22,PCS,C,C02,1,463,463,463
L36,12473,A12,C36,B29,PCS,C,C10,3,501,259,1233
L39,14267,A18,C37,B29,PCS,C,C02,2,693,304,997
L53,16575,A17,C31,B30,PCS,C,C04,2,560,61,621
L59,16804,A17,C39,B21,PCS,C,C06,1,358,358,358
L73,17210,A18,C36,B21,PCS,D,C01,1,137,137,137
L16,18621,A16,C34,B27,PCS,C,C07,1,27,27,27
L19,10767,A11,C38,B21,PCS,C,C06,1,160,160,160
L25,17988,A14,C33,B28,PCS,D,C05,1,596,596,596
L33,16189,A17,C33,B20,PCS,D,C06,3,970,224,1733
L35,10700,A12,C33,B20,PCS,C,C09,1,860,860,860
L42,16149,A14,C35,B29,PCS,C,C02,1,989,989,989
L42,13766,A11,C30,B22,PCS,C,C03,1,826,826,826
L42,10678,A12,C37,B25,PCS,D,C04,3,351,83,611
L64,12815,A17,C39,B23,PCS,D,C09,1,186,186,186
L66,17988,A12,C37,B25,PCS,D,C07,3,852,46,1588
L77,11633,A19,C33,B21,PCS,C,C06,1,335,335,335
L87,10275,A12,C33,B30,PCS,D,C05,1,632,632,632
L10,19972,A11,C35,B26,PCS,C,C06,2,254,59,313
L10,11728,A19,C35,B29,PCS,C,C04,3,620,135,1361
L20,19814,A17,C40,B22,PCS,D,C01,2,893,804,1697
L27,18741,A18,C32,B22,PCS,C,C08,1,626,626,626
L28,19065,A14,C39,B20,PCS,C,C09,1,561,561,561
L49,10119,A10,C34,B29,PCS,C,C10,3,848,534,2021
L55,14629,A10,C39,B26,PCS,D,C01,1,677,677,677
L63,14768,A11,C33,B20,PCS,C,C01,3,894,197,1569
L65,19321,A15,C38,B26,PCS,D,C02,1,207,207,207
L80,14490,A19,C33,B30,PCS,D,C02,2,701,503,1204
L83,18398,A18,C35,B20,PCS,C,C08,2,382,175,557
L10,14010,A19,C33,B24,PCS,C,C01,1,57,57,57
L24,13162,A11,C40,B27,PCS,C,C02,1,112,112,112
L27,11103,A19,C37,B30,PCS,D,C05,2,811,42,853
L32,14896,A13,C35,B29,PCS,D,C08,1,745,745,745
L35,19059,A14,C34,B26,PCS,D,C04,2,990,824,1814
L59,19952,A14,C39,B27,PCS,D,C09,2,786,652,1438
L63,18127,A12,C34,B24,PCS,C,C02,1,775,775,775
L73,16427,A12,C33,B21,PCS,D,C10,2,480,305,785
L85,15496,A15,C31,B28,PCS,D,C07,1,943,943,943
L97,10917,A17,C32,B29,PCS,C,C06,2,861,465,1326
L24,19990,A11,C38,B29,PCS,C,C03,2,212,71,283
L30,15171,A16,C38,B29,PCS,D,C01,2,266,19,285
L50,12693,A17,C35,B25,PCS,D,C07,1,582,582,582
L50,16703,A12,C37,B30,PCS,C,C08,1,692,692,692
L69,12523,A19,C31,B20,PCS,D,C04,2,620,496,1116
L73,15811,A11,C31,B30,PCS,D,C01,1,112,112,112
L14,15923,A10,C35,B27,PCS,D,C04,1,913,913,913
L21,13037,A16,C33,B28,PCS,D,C03,1,318,318,318
L24,16537,A19,C40,B20,PCS,D,C04,4,998,252,2811
L32,12670,A17,C37,B27,PCS,C,C10,1,525,525,525
L30,14033,A14,C36,B30,PCS,C,C02,2,894,402,1296
L47,16221,A17,C34,B29,PCS,D,C03,2,781,548,1329
L50,13356,A15,C30,B21,PCS,D,C06,1,462,462,462
L56,10674,A12,C38,B20,PCS,D,C03,1,67,67,67
L62,17447,A18,C30,B27,PCS,D,C06,3,728,535,1923
L67,13335,A11,C37,B26,PCS,D,C08,1,483,483,483
L79,14211,A16,C40,B25,PCS,D,C01,1,556,556,556
L15,16916,A17,C35,B28,PCS,D,C10,4,785,251,2225
L17,14284,A15,C35,B21,PCS,D,C02,1,590,590,590
L98,11272,A14,C32,B22,PCS,C,C09,2,499,65,564
L73,13654,A13,C32,B22,PCS,C,C09,1,893,893,893
L75,16699,A10,C31,B24,PCS,C,C05,1,420,420,420
L35,14483,A16,C31,B29,PCS,D,C04,2,766,101,867
L51,17768,A19,C40,B30,PCS,C,C04,1,848,848,848
L60,13946,A17,C36,B28,PCS,D,C01,1,182,182,182
L92,10541,A13,C40,B20,PCS,D,C03,2,985,127,1112
L13,18672,A15,C31,B20,PCS,D,C04,2,892,757,1649
L98,16429,A16,C36,B23,PCS,D,C01,3,654,604,1882
L98,12118,A19,C31,B25,PCS,D,C10,2,458,301,759
L53,14681,A19,C39,B25,PCS,C,C05,1,326,326,326
L68,16056,A16,C35,B27,PCS,D,C06,1,658,658,658
L73,18247,A15,C31,B28,PCS,D,C07,2,98,56,154
L81,14755,A20,C40,B20,PCS,C,C03,2,795,391,1186
L87,11079,A17,C35,B23,PCS,D,C07,1,549,549,549
L98,15619,A11,C30,B30,PCS,C,C04,2,900,6,906
L21,12301,A20,C37,B24,PCS,D,C05,1,121,121,121
L24,11311,A19,C37,B22,PCS,D,C03,1,622,622,622
L24,13716,A10,C30,B30,PCS,C,C09,1,672,672,672
L25,12218,A13,C40,B23,PCS,C,C10,2,854,91,945
L33,11520,A12,C35,B28,PCS,C,C08,2,658,417,1075
L33,17523,A17,C38,B30,PCS,C,C02,2,748,708,1456
L40,11644,A13,C36,B29,PCS,C,C04,1,204,204,204
L48,11006,A19,C32,B30,PCS,C,C06,1,636,636,636
L66,19182,A14,C30,B22,PCS,D,C01,1,314,314,314
L79,12887,A13,C32,B23,PCS,D,C04,1,330,330,330
L91,19115,A12,C33,B29,PCS,C,C01,1,68,68,68
L15,11822,A16,C37,B20,PCS,D,C07,1,697,697,697
L15,15174,A15,C36,B30,PCS,D,C10,1,181,181,181
L25,19064,A12,C31,B20,PCS,D,C04,2,736,176,912
L35,15248,A12,C35,B24,PCS,D,C06,1,259,259,259
L38,13719,A19,C30,B30,PCS,C,C07,1,309,309,309
L44,12559,A11,C31,B24,PCS,C,C06,1,931,931,931
L60,12217,A12,C39,B28,PCS,C,C01,1,562,562,562
L66,13640,A11,C33,B24,PCS,D,C03,1,719,719,719
L91,11948,A18,C30,B26,PCS,D,C01,3,952,80,1886
L14,10712,A20,C30,B30,PCS,C,C10,1,748,748,748
L15,13498,A17,C37,B25,PCS,D,C03,2,685,309,994
L17,17705,A14,C38,B21,PCS,C,C10,2,560,20,580
L20,12242,A14,C33,B22,PCS,D,C03,2,783,4,787
L28,17695,A18,C40,B20,PCS,C,C10,2,922,386,1308
L33,18467,A10,C34,B22,PCS,D,C06,1,642,642,642
L40,10574,A12,C37,B30,PCS,D,C10,1,54,54,54
L37,18529,A13,C37,B23,PCS,D,C03,1,494,494,494
L54,11235,A14,C40,B26,PCS,D,C06,1,744,744,744
L23,12398,A10,C32,B30,PCS,D,C09,1,787,787,787
L39,12498,A10,C34,B27,PCS,D,C06,2,151,131,282
L45,16436,A16,C38,B25,PCS,D,C01,1,580,580,580
L47,14278,A10,C39,B26,PCS,C,C06,1,283,283,283
L54,12487,A16,C40,B20,PCS,D,C04,3,593,439,1625
L68,16242,A19,C34,B20,PCS,D,C06,2,879,39,918
L75,12767,A12,C33,B21,PCS,C,C01,1,354,354,354
L77,10551,A14,C37,B23,PCS,D,C07,1,793,793,793
L83,15511,A12,C31,B21,PCS,D,C02,1,94,94,94
L26,13888,A10,C32,B28,PCS,C,C07,1,439,439,439
L41,16904,A13,C35,B26,PCS,C,C01,2,749,120,869
L51,19119,A16,C32,B29,PCS,C,C10,3,897,539,2270
L61,19591,A17,C31,B25,PCS,C,C01,1,880,880,880
L63,11157,A13,C37,B30,PCS,C,C06,1,383,383,383
L66,11811,A14,C37,B25,PCS,D,C09,1,49,49,49
L90,10712,A14,C38,B28,PCS,D,C05,1,749,749,749
L40,19888,A17,C33,B25,PCS,C,C04,1,126,126,126
L44,16513,A19,C40,B28,PCS,C,C03,1,454,454,454
L62,11995,A19,C34,B30,PCS,C,C02,1,542,542,542
L74,15668,A16,C40,B23,PCS,C,C09,2,556,377,933
L87,19348,A19,C31,B29,PCS,C,C03,2,973,771,1744
L14,14702,A18,C34,B26,PCS,C,C10,2,532,95,627
L18,18978,A14,C38,B30,PCS,C,C05,1,920,920,920
L98,18286,A18,C31,B23,PCS,C,C10,1,364,364,364
L99,19332,A10,C40,B27,PCS,C,C05,2,377,31,408
L42,14839,A18,C38,B28,PCS,C,C03,1,67,67,67
L45,15347,A14,C38,B20,PCS,D,C06,3,571,8,649
L48,11857,A17,C35,B23,PCS,C,C01,1,226,226,226
L60,15132,A13,C31,B28,PCS,D,C09,1,559,559,559
L68,12427,A10,C30,B21,PCS,C,C06,4,482,295,1571
L76,12130,A13,C36,B24,PCS,C,C01,1,590,590,590
L80,13699,A19,C37,B25,PCS,C,C09,1,56,56,56
L86,11657,A13,C38,B23,PCS,C,C10,1,139,139,139
L96,15894,A18,C39,B22,PCS,C,C06,1,567,567,567
L99,19803,A15,C36,B26,PCS,C,C06,2,760,487,1247
L40,14272,A13,C31,B23,PCS,C,C02,3,630,140,968
L47,12140,A12,C38,B26,PCS,D,C01,2,787,488,1275
L62,11854,A10,C30,B30,PCS,D,C04,1,25,25,25
L66,14519,A16,C36,B20,PCS,D,C03,1,378,378,378
L68,15575,A11,C34,B25,PCS,D,C01,1,536,536,536
L80,10423,A20,C37,B26,PCS,C,C03,2,881,276,1157
L10,10141,A20,C30,B27,PCS,C,C09,1,590,590,590
L21,14586,A10,C34,B21,PCS,D,C04,4,895,422,2454
L26,18865,A10,C38,B21,PCS,C,C06,1,26,26,26
L27,17017,A18,C38,B23,PCS,C,C01,1,957,957,957
L48,11518,A20,C37,B29,PCS,D,C05,1,547,547,547
L61,17679,A20,C33,B24,PCS,D,C10,3,981,87,1585
L63,17592,A19,C31,B27,PCS,D,C01,1,487,487,487
L85,16913,A17,C40,B23,PCS,C,C03,2,867,118,985
L19,17435,A20,C36,B30,PCS,D,C02,1,324,324,324
L19,11885,A15,C34,B26,PCS,D,C10,1,924,924,924
L23,10760,A16,C38,B23,PCS,D,C01,2,390,372,762
L39,13174,A19,C33,B25,PCS,C,C04,1,545,545,545
L42,14515,A19,C30,B20,PCS,D,C05,1,892,892,892
L67,14109,A17,C34,B30,PCS,C,C04,1,549,549,549
L85,17192,A14,C33,B22,PCS,C,C01,1,430,430,430
L18,14892,A19,C32,B20,PCS,D,C08,1,167,167,167
L33,11534,A16,C38,B26,PCS,C,C06,1,601,601,601
L43,18362,A16,C36,B24,PCS,D,C06,1,224,224,224
L52,14657,A11,C40,B28,PCS,C,C09,5,944,386,3555
L73,15341,A12,C39,B28,PCS,D,C04,1,326,326,326
L76,10816,A17,C32,B23,PCS,C,C10,2,423,165,588
L88,14314,A12,C30,B23,PCS,C,C05,1,834,834,834
L24,14469,A11,C31,B30,PCS,C,C02,1,635,635,635
L28,15061,A11,C39,B28,PCS,C,C07,2,580,469,1049
L30,13717,A13,C37,B21,PCS,D,C02,1,813,813,813
L77,15292,A20,C40,B20,PCS,C,C07,1,160,160,160
L11,11943,A17,C30,B30,PCS,C,C09,1,853,853,853
L14,17952,A18,C35,B26,PCS,C,C06,1,547,547,547
L30,18383,A10,C35,B30,PCS,D,C09,2,552,276,828
L54,13530,A12,C31,B21,PCS,D,C09,2,707,140,847
L55,12223,A19,C30,B26,PCS,D,C06,1,627,627,627
L60,13461,A12,C39,B23,PCS,C,C08,2,547,349,896
L67,11815,A10,C38,B24,PCS,C,C01,1,867,867,867
L66,18881,A11,C40,B29,PCS,D,C03,1,598,598,598
L73,13441,A11,C31,B29,PCS,D,C04,2,886,482,1368
L92,17963,A15,C37,B22,PCS,D,C01,1,98,98,98
L17,16199,A15,C38,B23,PCS,C,C08,3,957,110,1619
L99,11558,A17,C40,B22,PCS,C,C02,4,575,351,1736
L28,10673,A10,C36,B25,PCS,C,C08,1,813,813,813
L38,15716,A17,C36,B22,PCS,D,C03,2,686,424,1110
L52,17816,A12,C39,B29,PCS,C,C03,2,976,608,1584
L53,16567,A18,C40,B25,PCS,D,C08,3,957,857,2754
L56,18771,A10,C37,B20,PCS,D,C03,2,619,126,745
L81,17344,A16,C35,B29,PCS,C,C09,1,792,792,792
L88,17414,A11,C36,B26,PCS,D,C04,1,259,259,259
L90,18580,A14,C33,B23,PCS,D,C10,1,972,972,972
L13,19630,A19,C38,B30,PCS,D,C07,1,470,470,470
L96,17287,A16,C37,B27,PCS,D,C03,3,470,225,1025
L96,10576,A12,C38,B26,PCS,D,C06,2,783,49,832
L22,15082,A13,C32,B30,PCS,D,C03,1,528,528,528
L33,12563,A19,C31,B27,PCS,D,C04,2,302,251,553
L49,14678,A13,C37,B22,PCS,D,C02,1,27,27,27
L50,19383,A10,C39,B23,PCS,D,C05,2,553,440,993
L94,12894,A13,C31,B22,PCS,C,C01,1,301,301,301
L97,14383,A13,C33,B29,PCS,D,C03,1,712,712,712
L19,12231,A13,C40,B27,PCS,D,C10,3,819,95,1476
L23,11804,A11,C32,B25,PCS,D,C06,2,758,200,958
L32,19009,A20,C39,B25,PCS,C,C06,2,951,88,1039
L33,16037,A17,C30,B25,PCS,C,C01,1,257,257,257
L44,13968,A20,C32,B27,PCS,D,C03,1,426,426,426
L46,11678,A13,C39,B30,PCS,D,C07,1,754,754,754
L71,16237,A19,C30,B24,PCS,D,C04,1,30,30,30
L73,16359,A20,C37,B30,PCS,D,C03,1,231,231,231
L78,14050,A18,C30,B20,PCS,D,C06,1,310,310,310
L11,19909,A18,C36,B25,PCS,C,C10,1,8,8,8
L96,10401,A17,C37,B22,PCS,C,C04,1,133,133,133
L49,10716,A12,C40,B26,PCS,C,C06,4,793,289,2034
L55,11825,A12,C35,B26,PCS,D,C10,3,704,61,1300
L80,19111,A16,C30,B21,PCS,C,C07,1,209,209,209
L86,16664,A13,C40,B23,PCS,D,C05,1,642,642,642
L14,14894,A10,C32,B24,PCS,D,C05,1,20,20,20
L14,14582,A20,C32,B27,PCS,C,C03,1,378,378,378
L25,12738,A11,C33,B25,PCS,C,C05,1,572,572,572
L34,15903,A15,C37,B26,PCS,D,C02,1,968,968,968
L52,19786,A10,C38,B30,PCS,D,C05,1,563,563,563
L55,19234,A13,C34,B24,PCS,C,C05,2,872,156,1028
L63,18196,A18,C33,B24,PCS,D,C10,3,987,221,1939
L64,18943,A20,C31,B23,PCS,D,C02,1,235,235,235
L69,14282,A14,C36,B22,PCS,D,C10,1,574,574,574
L13,13486,A14,C31,B24,PCS,D,C09,1,356,356,356
L13,10012,A18,C31,B20,PCS,C,C05,1,290,290,290
L95,11767,A13,C31,B20,PCS,D,C07,3,938,589,2287
L33,16445,A10,C36,B30,PCS,D,C04,1,342,342,342
L34,12600,A15,C31,B27,PCS,C,C10,2,641,502,1143
L35,13160,A11,C37,B21,PCS,D,C05,2,792,565,1357
L40,15212,A13,C32,B20,PCS,D,C05,1,554,554,554
L36,13450,A19,C30,B30,PCS,C,C09,1,16,16,16
L38,15612,A12,C33,B29,PCS,C,C07,1,483,483,483
L40,19388,A12,C40,B26,PCS,D,C05,1,89,89,89
L48,11511,A19,C38,B29,PCS,D,C02,2,734,334,1068
L66,12010,A17,C38,B25,PCS,D,C07,1,88,88,88
L76,13558,A12,C39,B25,PCS,D,C09,2,848,47,895
L90,17706,A12,C30,B20,PCS,C,C05,1,154,154,154
L90,11962,A19,C39,B26,PCS,C,C03,2,945,124,1069
L96,14520,A15,C31,B27,PCS,C,C05,1,847,847,847
L97,13666,A18,C39,B21,PCS,D,C03,1,88,88,88
L21,13192,A16,C40,B20,PCS,D,C08,1,826,826,826
L32,16072,A17,C30,B27,PCS,D,C07,1,684,684,684
L33,15175,A14,C40,B30,PCS,C,C09,2,866,775,1641
L55,14096,A19,C30,B25,PCS,C,C05,1,999,999,999
L63,16474,A16,C38,B27,PCS,D,C09,2,995,472,1467
L65,15652,A11,C30,B29,PCS,C,C05,3,377,148,768
L80,13174,A10,C35,B26,PCS,D,C08,3,934,261,1472
L82,10103,A10,C34,B29,PCS,D,C04,1,224,224,224
L84,12920,A14,C36,B24,PCS,D,C03,1,841,841,841
L93,13226,A10,C33,B25,PCS,D,C01,1,367,367,367
L94,19307,A16,C39,B28,PCS,D,C01,1,232,232,232
L99,11876,A15,C37,B25,PCS,C,C06,1,242,242,242
L27,13821,A10,C33,B26,PCS,C,C10,2,817,576,1393
L32,10389,A12,C30,B29,PCS,C,C08,1,416,416,416
L35,14287,A18,C30,B20,PCS,C,C03,1,264,264,264
L38,19043,A15,C34,B29,PCS,C,C05,1,352,352,352
L47,11187,A13,C35,B26,PCS,D,C01,1,353,353,353
L45,11422,A16,C38,B29,PCS,D,C06,1,845,845,845
L55,10053,A18,C40,B25,PCS,C,C10,1,811,811,811
L69,19979,A10,C37,B21,PCS,C,C06,2,492,423,915
L12,15407,A14,C40,B24,PCS,C,C01,2,470,223,693
L94,19112,A14,C38,B22,PCS,D,C06,1,290,290,290
L15,14516,A16,C32,B27,PCS,D,C06,2,508,502,1010
L24,15605,A18,C30,B27,PCS,C,C06,1,341,341,341
L37,12684,A16,C33,B27,PCS,C,C09,4,995,111,2203
L49,13692,A15,C32,B25,PCS,D,C07,1,937,937,937
L52,12324,A16,C30,B23,PCS,C,C09,1,308,308,308
L89,16902,A15,C30,B27,PCS,C,C07,2,761,592,1353
L25,10329,A17,C30,B30,PCS,D,C02,1,980,980,980
L25,19277,A19,C32,B25,PCS,C,C03,1,73,73,73
L25,17712,A11,C34,B25,PCS,C,C03,1,131,131,131
L28,18815,A20,C33,B30,PCS,C,C09,1,608,608,608
L43,15556,A18,C34,B28,PCS,C,C10,1,430,430,430
L58,13051,A10,C38,B25,PCS,D,C06,1,520,520,520
L71,10808,A11,C36,B24,PCS,D,C04,1,16,16,16
L81,14946,A14,C32,B29,PCS,C,C09,1,208,208,208
L83,17774,A13,C37,B27,PCS,D,C01,1,742,742,742
L90,19454,A14,C35,B21,PCS,D,C09,1,455,455,455
L22,11406,A17,C35,B25,PCS,D,C09,2,475,76,551
L23,16240,A19,C38,B21,PCS,C,C02,2,323,14,337
L26,16935,A18,C38,B20,PCS,D,C10,1,735,735,735
L30,18619,A15,C33,B20,PCS,C,C10,1,112,112,112
L35,18091,A17,C39,B21,PCS,D,C01,1,626,626,626
L60,12869,A16,C32,B23,PCS,D,C10,2,782,529,1311
L61,10201,A12,C38,B21,PCS,C,C03,1,757,757,757
L66,12070,A16,C36,B24,PCS,D,C01,1,635,635,635
L67,17304,A19,C38,B28,PCS,D,C05,2,911,82,993
L77,17650,A11,C33,B24,PCS,C,C01,1,126,126,126
L14,11432,A13,C31,B30,PCS,D,C03,1,747,747,747
L98,12809,A18,C40,B26,PCS,C,C03,2,735,596,1331
L40,13489,A20,C31,B29,PCS,C,C08,1,491,491,491
L68,12613,A20,C32,B26,PCS,C,C10,1,74,74,74
L72,18744,A15,C30,B26,PCS,D,C05,1,520,520,520
L81,18861,A15,C30,B23,PCS,D,C10,2,686,169,855
L90,19163,A12,C37,B25,PCS,D,C03,1,502,502,502
L95,14335,A11,C34,B28,PCS,C,C07,1,218,218,218
L17,19952,A13,C38,B30,PCS,D,C06,2,676,535,1211
L97,17931,A19,C38,B26,PCS,D,C06,1,168,168,168
L47,18086,A15,C39,B23,PCS,C,C10,1,955,955,955
L57,11702,A16,C38,B21,PCS,C,C09,2,866,132,998
L64,18321,A14,C40,B22,PCS,D,C07,2,988,157,1145
L67,19247,A13,C35,B24,PCS,D,C07,2,562,116,678
L69,17960,A20,C30,B30,PCS,C,C05,1,955,955,955
L71,10693,A17,C37,B25,PCS,D,C03,2,984,203,1187
L16,12225,A20,C30,B21,PCS,D,C05,2,965,486,1451
L17,18454,A13,C37,B26,PCS,C,C10,2,771,514,1285
L23,15363,A10,C32,B30,PCS,D,C05,2,888,577,1465
L35,14190,A14,C34,B28,PCS,D,C03,3,568,65,1119
L49,15359,A20,C37,B28,PCS,D,C03,3,333,61,727
L56,17290,A20,C37,B26,PCS,C,C10,1,433,433,433
L75,17862,A11,C33,B26,PCS,C,C06,1,297,297,297
L12,17220,A14,C36,B26,PCS,C,C06,2,593,382,975
L98,18261,A17,C30,B28,PCS,D,C05,1,900,900,900
L37,16394,A20,C37,B21,PCS,C,C10,2,653,158,811
L47,11160,A18,C40,B25,PCS,D,C04,1,376,376,376
L56,13359,A20,C39,B26,PCS,C,C07,1,657,657,657
L56,14079,A10,C32,B29,PCS,C,C04,1,541,541,541
L71,10142,A20,C30,B30,PCS,C,C08,4,994,204,2853
L81,10991,A10,C39,B23,PCS,C,C07,2,626,608,1234
L87,11620,A13,C33,B20,PCS,C,C08,1,762,762,762
L89,10362,A16,C40,B20,PCS,C,C02,4,988,272,2569
L22,15491,A12,C40,B30,PCS,D,C10,1,406,406,406
L26,11899,A17,C32,B28,PCS,C,C08,2,740,708,1448
L47,16778,A10,C30,B24,PCS,D,C02,1,446,446,446
L48,11012,A11,C40,B25,PCS,C,C09,3,973,374,1954
L56,10556,A20,C36,B27,PCS,C,C07,2,619,231,850
L77,12537,A18,C32,B30,PCS,D,C06,2,584,492,1076
L83,17311,A19,C34,B23,PCS,D,C09,2,690,211,901
L14,16065,A14,C40,B20,PCS,D,C07,3,518,462,1461
L96,10335,A16,C39,B23,PCS,C,C04,2,775,301,1076
L17,18245,A19,C34,B22,PCS,D,C09,1,642,642,642
L37,12623,A15,C39,B29,PCS,D,C10,2,618,118,736
L51,10992,A12,C38,B22,PCS,D,C07,1,631,631,631
L55,14223,A18,C34,B29,PCS,C,C05,1,215,215,215
L80,12385,A11,C31,B24,PCS,C,C07,1,747,747,747
L86,19778,A14,C40,B26,PCS,C,C01,1,131,131,131
L89,10823,A20,C40,B22,PCS,D,C01,2,234,207,441
L12,18414,A12,C36,B23,PCS,C,C06,1,389,389,389
L92,15416,A19,C36,B20,PCS,D,C06,2,480,245,725
L94,19202,A17,C37,B27,PCS,D,C07,1,644,644,644
L15,18338,A11,C37,B29,PCS,D,C07,1,513,513,513
L19,19094,A14,C38,B20,PCS,C,C06,2,760,528,1288
L29,14262,A17,C34,B23,PCS,C,C08,2,980,943,1923
L33,13228,A10,C40,B27,PCS,C,C02,2,807,262,1069
L40,17255,A18,C36,B21,PCS,C,C08,1,805,805,805
L46,11265,A10,C38,B29,PCS,C,C08,1,601,601,601
L52,16913,A11,C39,B21,PCS,C,C09,1,626,626,626
L58,14518,A15,C30,B22,PCS,C,C08,2,827,460,1287
L71,10300,A10,C30,B21,PCS,C,C09,1,296,296,296
L95,13953,A13,C30,B25,PCS,C,C07,1,883,883,883
L16,18212,A16,C31,B29,PCS,C,C10,2,536,451,987
L54,17710,A15,C31,B22,PCS,C,C03,2,986,588,1574
L54,10700,A12,C38,B21,PCS,D,C01,1,977,977,977
L55,16756,A20,C35,B20,PCS,C,C02,1,718,718,718
L70,15230,A16,C36,B20,PCS,D,C08,2,934,544,1478
L74,19441,A19,C30,B24,PCS,D,C10,1,893,893,893
L89,19663,A15,C40,B23,PCS,C,C01,1,366,366,366
L19,12558,A12,C32,B25,PCS,D,C01,3,807,32,1503
L30,10547,A20,C37,B20,PCS,C,C01,1,354,354,354
L35,12078,A19,C35,B24,PCS,C,C10,1,621,621,621
L48,14208,A11,C38,B25,PCS,C,C10,3,755,555,1963
L50,16749,A12,C30,B29,PCS,D,C10,1,877,877,877
L66,19253,A18,C39,B23,PCS,D,C07,3,849,293,1607
L76,12426,A12,C40,B20,PCS,D,C09,2,890,865,1755
L11,11129,A14,C31,B30,PCS,C,C02,1,36,36,36
L92,11853,A19,C33,B24,PCS,C,C04,1,77,77,77
L26,10474,A17,C32,B24,PCS,C,C10,2,974,818,1792
L35,14103,A19,C33,B25,PCS,D,C08,3,533,401,1398
L53,11758,A13,C39,B24,PCS,D,C04,1,987,987,987
L57,12520,A10,C37,B22,PCS,D,C10,3,262,35,379
L64,13145,A14,C33,B25,PCS,C,C01,2,937,3,940
L67,10690,A13,C39,B27,PCS,D,C06,1,360,360,360
L90,13566,A16,C37,B30,PCS,D,C09,1,327,327,327
L99,13337,A14,C39,B24,PCS,C,C05,1,745,745,745
L54,15967,A14,C37,B20,PCS,C,C03,3,628,220,1197
L62,15011,A15,C35,B23,PCS,D,C02,1,823,823,823
L76,10925,A13,C40,B20,PCS,D,C07,1,644,644,644
L85,17309,A13,C35,B30,PCS,C,C05,2,513,223,736
L91,15628,A18,C37,B25,PCS,C,C01,3,996,164,1564
L12,11203,A13,C37,B21,PCS,C,C04,1,756,756,756
L94,19631,A17,C30,B30,PCS,C,C02,3,291,28,574
L17,14041,A15,C36,B20,PCS,C,C07,3,992,767,2644
L22,15997,A10,C38,B22,PCS,C,C05,1,343,343,343
